epoch,train_loss,train_acc,float_eval_acc,float_trainmode_acc,discrete_acc,BATCH_SIZE,GATE_OPTIMIZER,NETWORK_LR,GUMBEL_TAU,GROUP_SUM_TAU,NETWORK_LAYERS,GATES,EPOCHS
58,2.061790412902832,0.25908,0.1064,0.2597,0.1064,128,gumbel_softmax,0.01,1,100,12,256000,2000
59,2.0503937968444825,0.26516,0.1076,0.2655,0.1076,128,gumbel_softmax,0.01,1,100,12,256000,2000
60,2.0416632845687865,0.26818,0.0955,0.2694,0.0955,128,gumbel_softmax,0.01,1,100,12,256000,2000
61,2.0352928607177736,0.27066,0.0996,0.2733,0.0996,128,gumbel_softmax,0.01,1,100,12,256000,2000
62,2.029642842674255,0.2746,0.0991,0.2732,0.0991,128,gumbel_softmax,0.01,1,100,12,256000,2000
63,2.0235770207977293,0.27448,0.0963,0.2742,0.0963,128,gumbel_softmax,0.01,1,100,12,256000,2000
64,2.0174668090057373,0.27764,0.0944,0.2747,0.0944,128,gumbel_softmax,0.01,1,100,12,256000,2000
65,2.011144487762451,0.28238,0.1001,0.2807,0.1001,128,gumbel_softmax,0.01,1,100,12,256000,2000
66,2.0062281036376954,0.2839,0.0952,0.2882,0.0952,128,gumbel_softmax,0.01,1,100,12,256000,2000
67,1.9996348371124268,0.28884,0.0958,0.2779,0.0958,128,gumbel_softmax,0.01,1,100,12,256000,2000
68,1.9923567401504516,0.28956,0.0965,0.2956,0.0965,128,gumbel_softmax,0.01,1,100,12,256000,2000
69,1.9848730865478517,0.29228,0.0969,0.3018,0.0969,128,gumbel_softmax,0.01,1,100,12,256000,2000
70,1.9794566193008423,0.29622,0.0996,0.2867,0.0996,128,gumbel_softmax,0.01,1,100,12,256000,2000
71,1.9733682972717286,0.29632,0.1026,0.2976,0.1026,128,gumbel_softmax,0.01,1,100,12,256000,2000
72,1.9664285320281982,0.30052,0.0993,0.2994,0.0993,128,gumbel_softmax,0.01,1,100,12,256000,2000
73,1.9593689269256591,0.3037,0.102,0.3074,0.102,128,gumbel_softmax,0.01,1,100,12,256000,2000
74,1.951908305091858,0.30646,0.108,0.2993,0.108,128,gumbel_softmax,0.01,1,100,12,256000,2000
75,1.9462405123901367,0.308,0.1066,0.3071,0.1066,128,gumbel_softmax,0.01,1,100,12,256000,2000
76,1.9402741329956055,0.3111,0.1064,0.3153,0.1064,128,gumbel_softmax,0.01,1,100,12,256000,2000
77,1.933109109840393,0.31468,0.1061,0.3117,0.1061,128,gumbel_softmax,0.01,1,100,12,256000,2000
78,1.930055244216919,0.31226,0.0993,0.32,0.0993,128,gumbel_softmax,0.01,1,100,12,256000,2000
79,1.923745372314453,0.31804,0.0971,0.3153,0.0971,128,gumbel_softmax,0.01,1,100,12,256000,2000
80,1.9188409232330321,0.3201,0.0947,0.3135,0.0947,128,gumbel_softmax,0.01,1,100,12,256000,2000
81,1.913872900428772,0.32318,0.1137,0.3145,0.1137,128,gumbel_softmax,0.01,1,100,12,256000,2000
82,1.9089114126205444,0.32308,0.1093,0.3192,0.1093,128,gumbel_softmax,0.01,1,100,12,256000,2000
83,1.9023980126571656,0.32462,0.1062,0.3212,0.1062,128,gumbel_softmax,0.01,1,100,12,256000,2000
84,1.8989493649673461,0.326,0.1117,0.3211,0.1117,128,gumbel_softmax,0.01,1,100,12,256000,2000
85,1.895119053878784,0.32876,0.1096,0.3238,0.1096,128,gumbel_softmax,0.01,1,100,12,256000,2000
86,1.8876542386627198,0.3312,0.1137,0.3266,0.1137,128,gumbel_softmax,0.01,1,100,12,256000,2000
87,1.8805751946640015,0.33492,0.1113,0.3299,0.1113,128,gumbel_softmax,0.01,1,100,12,256000,2000
88,1.8739338010406494,0.33486,0.1166,0.3352,0.1166,128,gumbel_softmax,0.01,1,100,12,256000,2000
89,1.8687883351135255,0.33784,0.1138,0.3294,0.1138,128,gumbel_softmax,0.01,1,100,12,256000,2000
90,1.864372547531128,0.3386,0.1173,0.3295,0.1173,128,gumbel_softmax,0.01,1,100,12,256000,2000
91,1.8612798733139038,0.33948,0.1193,0.3346,0.1193,128,gumbel_softmax,0.01,1,100,12,256000,2000
92,1.8577517797470093,0.34256,0.1041,0.3343,0.1041,128,gumbel_softmax,0.01,1,100,12,256000,2000
93,1.8512642569732667,0.34436,0.1209,0.3416,0.1209,128,gumbel_softmax,0.01,1,100,12,256000,2000
94,1.8490384704589844,0.3463,0.1094,0.3396,0.1094,128,gumbel_softmax,0.01,1,100,12,256000,2000
95,1.8440825540161132,0.34724,0.1166,0.3421,0.1166,128,gumbel_softmax,0.01,1,100,12,256000,2000
96,1.839208337059021,0.35028,0.1127,0.3481,0.1127,128,gumbel_softmax,0.01,1,100,12,256000,2000
97,1.8343971887207031,0.35278,0.1221,0.3479,0.1221,128,gumbel_softmax,0.01,1,100,12,256000,2000
98,1.8282890438079833,0.3554,0.1212,0.349,0.1212,128,gumbel_softmax,0.01,1,100,12,256000,2000
99,1.8236416167449951,0.356,0.1303,0.3537,0.1303,128,gumbel_softmax,0.01,1,100,12,256000,2000
100,1.819056693687439,0.3591,0.1198,0.348,0.1198,128,gumbel_softmax,0.01,1,100,12,256000,2000
101,1.8142700717544555,0.36112,0.1246,0.3511,0.1246,128,gumbel_softmax,0.01,1,100,12,256000,2000
102,1.8077287535858155,0.36276,0.1259,0.3542,0.1259,128,gumbel_softmax,0.01,1,100,12,256000,2000
103,1.8032053231430054,0.36366,0.1208,0.3546,0.1208,128,gumbel_softmax,0.01,1,100,12,256000,2000
104,1.7981828646850586,0.36596,0.1262,0.3578,0.1262,128,gumbel_softmax,0.01,1,100,12,256000,2000
105,1.7932739471435546,0.36928,0.102,0.3591,0.102,128,gumbel_softmax,0.01,1,100,12,256000,2000
106,1.7904677987289428,0.37158,0.1203,0.3569,0.1203,128,gumbel_softmax,0.01,1,100,12,256000,2000
107,1.7853749895858764,0.37262,0.1246,0.3612,0.1246,128,gumbel_softmax,0.01,1,100,12,256000,2000
108,1.7796824828720093,0.37406,0.1252,0.3643,0.1252,128,gumbel_softmax,0.01,1,100,12,256000,2000
109,1.773627351989746,0.37748,0.1279,0.3643,0.1279,128,gumbel_softmax,0.01,1,100,12,256000,2000
110,1.7704142250823975,0.37854,0.1221,0.3679,0.1221,128,gumbel_softmax,0.01,1,100,12,256000,2000
111,1.7701065851211548,0.37952,0.1319,0.3685,0.1319,128,gumbel_softmax,0.01,1,100,12,256000,2000
112,1.7611319482421874,0.38228,0.1274,0.3684,0.1274,128,gumbel_softmax,0.01,1,100,12,256000,2000
113,1.7594736154556274,0.38422,0.1213,0.3679,0.1213,128,gumbel_softmax,0.01,1,100,12,256000,2000
114,1.7526818091583252,0.3849,0.1251,0.3731,0.1251,128,gumbel_softmax,0.01,1,100,12,256000,2000
115,1.7511718267822265,0.38584,0.1275,0.3736,0.1275,128,gumbel_softmax,0.01,1,100,12,256000,2000
116,1.7468050638198853,0.38812,0.1343,0.3738,0.1343,128,gumbel_softmax,0.01,1,100,12,256000,2000
117,1.741597155380249,0.38946,0.1282,0.3725,0.1282,128,gumbel_softmax,0.01,1,100,12,256000,2000
118,1.736730185317993,0.39168,0.121,0.3726,0.121,128,gumbel_softmax,0.01,1,100,12,256000,2000
119,1.7362587350845338,0.39242,0.1331,0.374,0.1331,128,gumbel_softmax,0.01,1,100,12,256000,2000
120,1.7341525872802734,0.39474,0.1287,0.3736,0.1287,128,gumbel_softmax,0.01,1,100,12,256000,2000
121,1.7278653848648071,0.39602,0.1214,0.3739,0.1214,128,gumbel_softmax,0.01,1,100,12,256000,2000
122,1.721194727859497,0.3988,0.1337,0.3752,0.1337,128,gumbel_softmax,0.01,1,100,12,256000,2000
123,1.7211634902572632,0.39884,0.136,0.3784,0.136,128,gumbel_softmax,0.01,1,100,12,256000,2000
124,1.7125300512313844,0.39982,0.1265,0.3777,0.1265,128,gumbel_softmax,0.01,1,100,12,256000,2000
125,1.709990662574768,0.40204,0.1329,0.3789,0.1329,128,gumbel_softmax,0.01,1,100,12,256000,2000
126,1.7101568181991578,0.40222,0.1356,0.3771,0.1356,128,gumbel_softmax,0.01,1,100,12,256000,2000
127,1.7024891650390626,0.40368,0.1363,0.3811,0.1363,128,gumbel_softmax,0.01,1,100,12,256000,2000
128,1.6984580666732787,0.40634,0.139,0.3802,0.139,128,gumbel_softmax,0.01,1,100,12,256000,2000
129,1.6933306911468506,0.40708,0.1344,0.3812,0.1344,128,gumbel_softmax,0.01,1,100,12,256000,2000
130,1.754217035255432,0.40568,0.136,0.3801,0.136,128,gumbel_softmax,0.01,1,100,12,256000,2000
131,1.6901223943710326,0.4079,0.1399,0.3814,0.1399,128,gumbel_softmax,0.01,1,100,12,256000,2000
132,1.6860199477767945,0.40864,0.136,0.3809,0.136,128,gumbel_softmax,0.01,1,100,12,256000,2000
133,1.6839588833236694,0.40882,0.1237,0.3821,0.1237,128,gumbel_softmax,0.01,1,100,12,256000,2000
134,1.6792934317016601,0.4114,0.14,0.3812,0.14,128,gumbel_softmax,0.01,1,100,12,256000,2000
135,1.6756684854888917,0.41228,0.1412,0.385,0.1412,128,gumbel_softmax,0.01,1,100,12,256000,2000
136,1.6739348798370361,0.41496,0.143,0.3813,0.143,128,gumbel_softmax,0.01,1,100,12,256000,2000
137,1.6722467977523803,0.41436,0.1407,0.3862,0.1407,128,gumbel_softmax,0.01,1,100,12,256000,2000
138,1.6703687997817993,0.41582,0.1395,0.387,0.1395,128,gumbel_softmax,0.01,1,100,12,256000,2000
139,1.6639033471679687,0.41632,0.1383,0.3876,0.1383,128,gumbel_softmax,0.01,1,100,12,256000,2000
140,1.6614543869018554,0.41788,0.1447,0.3883,0.1447,128,gumbel_softmax,0.01,1,100,12,256000,2000
141,1.6560750136947633,0.41936,0.1436,0.3908,0.1436,128,gumbel_softmax,0.01,1,100,12,256000,2000
142,1.653806189842224,0.4206,0.1434,0.3887,0.1434,128,gumbel_softmax,0.01,1,100,12,256000,2000
143,1.6528162253570557,0.4211,0.1383,0.3884,0.1383,128,gumbel_softmax,0.01,1,100,12,256000,2000
144,1.6480185674667358,0.42276,0.1345,0.3884,0.1345,128,gumbel_softmax,0.01,1,100,12,256000,2000
145,1.6511669912338256,0.42244,0.1443,0.3902,0.1443,128,gumbel_softmax,0.01,1,100,12,256000,2000
146,1.6521149291992188,0.42248,0.1234,0.3886,0.1234,128,gumbel_softmax,0.01,1,100,12,256000,2000
147,1.6559440224456787,0.42252,0.1331,0.3893,0.1331,128,gumbel_softmax,0.01,1,100,12,256000,2000
148,1.6388178237533568,0.4254,0.1413,0.3903,0.1413,128,gumbel_softmax,0.01,1,100,12,256000,2000
149,1.6308357944107055,0.42968,0.139,0.3927,0.139,128,gumbel_softmax,0.01,1,100,12,256000,2000
150,1.6274352125930787,0.4304,0.139,0.3916,0.139,128,gumbel_softmax,0.01,1,100,12,256000,2000
151,1.6258957728195191,0.43176,0.1434,0.3907,0.1434,128,gumbel_softmax,0.01,1,100,12,256000,2000
152,1.6225479109191894,0.4316,0.1436,0.391,0.1436,128,gumbel_softmax,0.01,1,100,12,256000,2000
153,1.6192792794036865,0.43388,0.1397,0.3968,0.1397,128,gumbel_softmax,0.01,1,100,12,256000,2000
154,1.6284956036376954,0.43482,0.1279,0.3962,0.1279,128,gumbel_softmax,0.01,1,100,12,256000,2000
155,1.6154844579315186,0.43686,0.1452,0.3972,0.1452,128,gumbel_softmax,0.01,1,100,12,256000,2000
156,1.6071607791519165,0.43784,0.1457,0.3955,0.1457,128,gumbel_softmax,0.01,1,100,12,256000,2000
157,1.603817996864319,0.43956,0.1329,0.3946,0.1329,128,gumbel_softmax,0.01,1,100,12,256000,2000
158,1.6104096268463135,0.43836,0.14,0.3973,0.14,128,gumbel_softmax,0.01,1,100,12,256000,2000
159,1.6002027755737305,0.44134,0.1378,0.3965,0.1378,128,gumbel_softmax,0.01,1,100,12,256000,2000
160,1.594089804763794,0.44298,0.1445,0.3984,0.1445,128,gumbel_softmax,0.01,1,100,12,256000,2000
161,1.5921053451156617,0.44432,0.1447,0.3966,0.1447,128,gumbel_softmax,0.01,1,100,12,256000,2000
162,1.5956309936904907,0.44464,0.1432,0.3984,0.1432,128,gumbel_softmax,0.01,1,100,12,256000,2000
163,1.6082693701171875,0.44458,0.1432,0.4005,0.1432,128,gumbel_softmax,0.01,1,100,12,256000,2000
164,1.6018654011917115,0.44264,0.1466,0.3985,0.1466,128,gumbel_softmax,0.01,1,100,12,256000,2000
165,1.5858404744720458,0.44808,0.1434,0.3981,0.1434,128,gumbel_softmax,0.01,1,100,12,256000,2000
166,1.5816601327896118,0.4485,0.1408,0.4,0.1408,128,gumbel_softmax,0.01,1,100,12,256000,2000
167,1.5806575698852539,0.44878,0.1355,0.4009,0.1355,128,gumbel_softmax,0.01,1,100,12,256000,2000
168,1.5877897774505616,0.44748,0.1395,0.3998,0.1395,128,gumbel_softmax,0.01,1,100,12,256000,2000
169,1.5721949996566773,0.45252,0.1448,0.4008,0.1448,128,gumbel_softmax,0.01,1,100,12,256000,2000
170,1.5685885300445557,0.45326,0.1413,0.4011,0.1413,128,gumbel_softmax,0.01,1,100,12,256000,2000
171,1.568095067100525,0.4533,0.1408,0.4021,0.1408,128,gumbel_softmax,0.01,1,100,12,256000,2000
172,1.5594783920288087,0.45596,0.1427,0.404,0.1427,128,gumbel_softmax,0.01,1,100,12,256000,2000
173,1.5572353158950805,0.4578,0.1455,0.404,0.1455,128,gumbel_softmax,0.01,1,100,12,256000,2000
174,1.571749953994751,0.4571,0.1423,0.4007,0.1423,128,gumbel_softmax,0.01,1,100,12,256000,2000
175,1.5658297769927978,0.45642,0.1424,0.4057,0.1424,128,gumbel_softmax,0.01,1,100,12,256000,2000
176,1.619445145225525,0.45784,0.1502,0.4071,0.1502,128,gumbel_softmax,0.01,1,100,12,256000,2000
177,1.5525137098312378,0.46034,0.1445,0.4042,0.1445,128,gumbel_softmax,0.01,1,100,12,256000,2000
178,1.545759238357544,0.4618,0.1401,0.4041,0.1401,128,gumbel_softmax,0.01,1,100,12,256000,2000
179,1.5414120937728881,0.46314,0.1443,0.405,0.1443,128,gumbel_softmax,0.01,1,100,12,256000,2000
180,1.5572529174041747,0.46206,0.132,0.4049,0.132,128,gumbel_softmax,0.01,1,100,12,256000,2000
181,1.552175704574585,0.46148,0.1425,0.405,0.1425,128,gumbel_softmax,0.01,1,100,12,256000,2000
182,1.5390325492095946,0.46438,0.1439,0.4052,0.1439,128,gumbel_softmax,0.01,1,100,12,256000,2000
183,1.5414852356338502,0.46424,0.14,0.4096,0.14,128,gumbel_softmax,0.01,1,100,12,256000,2000
184,1.6086125253295898,0.46294,0.1402,0.4049,0.1402,128,gumbel_softmax,0.01,1,100,12,256000,2000
185,1.536524535522461,0.46536,0.1448,0.4085,0.1448,128,gumbel_softmax,0.01,1,100,12,256000,2000
186,1.5278758054351806,0.46818,0.1409,0.4074,0.1409,128,gumbel_softmax,0.01,1,100,12,256000,2000
187,1.5270336752319336,0.47028,0.1458,0.4086,0.1458,128,gumbel_softmax,0.01,1,100,12,256000,2000
188,1.5961942684936523,0.46672,0.1425,0.4087,0.1425,128,gumbel_softmax,0.01,1,100,12,256000,2000
189,2.7684155974960327,0.46948,0.1408,0.4037,0.1408,128,gumbel_softmax,0.01,1,100,12,256000,2000
190,1.5392012734222411,0.46818,0.1449,0.4092,0.1449,128,gumbel_softmax,0.01,1,100,12,256000,2000
191,1.5479458979034424,0.46886,0.1441,0.4071,0.1441,128,gumbel_softmax,0.01,1,100,12,256000,2000
192,1.5259336655807496,0.4716,0.1487,0.4087,0.1487,128,gumbel_softmax,0.01,1,100,12,256000,2000
193,1.519608134689331,0.47288,0.1504,0.4073,0.1504,128,gumbel_softmax,0.01,1,100,12,256000,2000
194,1.513978144607544,0.47388,0.1505,0.409,0.1505,128,gumbel_softmax,0.01,1,100,12,256000,2000
195,1.5212704391860963,0.47456,0.1473,0.4109,0.1473,128,gumbel_softmax,0.01,1,100,12,256000,2000
196,2.0793515011978148,0.46588,0.1422,0.4104,0.1422,128,gumbel_softmax,0.01,1,100,12,256000,2000
197,1.5558365818786621,0.4679,0.1438,0.4126,0.1438,128,gumbel_softmax,0.01,1,100,12,256000,2000
198,1.513344097213745,0.4746,0.1527,0.4129,0.1527,128,gumbel_softmax,0.01,1,100,12,256000,2000
199,1.5047203953933717,0.47678,0.1457,0.4129,0.1457,128,gumbel_softmax,0.01,1,100,12,256000,2000
200,1.504251392478943,0.47842,0.1459,0.4118,0.1459,128,gumbel_softmax,0.01,1,100,12,256000,2000
201,1.496356346321106,0.48048,0.1463,0.413,0.1463,128,gumbel_softmax,0.01,1,100,12,256000,2000
202,1.4938299465942382,0.48162,0.1485,0.4142,0.1485,128,gumbel_softmax,0.01,1,100,12,256000,2000
203,1.4950281898498534,0.4859,0.1487,0.4138,0.1487,128,gumbel_softmax,0.01,1,100,12,256000,2000
204,1.4983261280059814,0.48298,0.1487,0.4142,0.1487,128,gumbel_softmax,0.01,1,100,12,256000,2000
205,1.4820587378311156,0.48536,0.1469,0.4147,0.1469,128,gumbel_softmax,0.01,1,100,12,256000,2000
206,1.4775249979782104,0.48742,0.1509,0.4132,0.1509,128,gumbel_softmax,0.01,1,100,12,256000,2000
207,1.4900721326065063,0.48696,0.1502,0.4111,0.1502,128,gumbel_softmax,0.01,1,100,12,256000,2000
208,1.4897198178863524,0.48694,0.1508,0.4124,0.1508,128,gumbel_softmax,0.01,1,100,12,256000,2000
209,1.5124278525543213,0.48494,0.1495,0.4131,0.1495,128,gumbel_softmax,0.01,1,100,12,256000,2000
210,1.5055116783523559,0.48716,0.1504,0.4147,0.1504,128,gumbel_softmax,0.01,1,100,12,256000,2000
211,1.4749824448394775,0.48972,0.1534,0.4152,0.1534,128,gumbel_softmax,0.01,1,100,12,256000,2000
212,1.4648413190460206,0.49288,0.1482,0.4169,0.1482,128,gumbel_softmax,0.01,1,100,12,256000,2000
213,1.5537359642410278,0.4899,0.147,0.4171,0.147,128,gumbel_softmax,0.01,1,100,12,256000,2000
214,1.4641972451400758,0.49092,0.15,0.4175,0.15,128,gumbel_softmax,0.01,1,100,12,256000,2000
215,1.4766853353118896,0.49214,0.1371,0.4167,0.1371,128,gumbel_softmax,0.01,1,100,12,256000,2000
216,1.4831236894989013,0.49114,0.1448,0.4192,0.1448,128,gumbel_softmax,0.01,1,100,12,256000,2000
217,1.5446519184112548,0.49092,0.1453,0.4181,0.1453,128,gumbel_softmax,0.01,1,100,12,256000,2000
218,1.4642776361846923,0.4936,0.1489,0.4148,0.1489,128,gumbel_softmax,0.01,1,100,12,256000,2000
219,1.45148549659729,0.49692,0.1483,0.4159,0.1483,128,gumbel_softmax,0.01,1,100,12,256000,2000
220,1.4967226261138915,0.49428,0.1459,0.4178,0.1459,128,gumbel_softmax,0.01,1,100,12,256000,2000
221,1.4743306797027589,0.49552,0.1478,0.4162,0.1478,128,gumbel_softmax,0.01,1,100,12,256000,2000
222,1.4472780130004883,0.49822,0.1558,0.4178,0.1558,128,gumbel_softmax,0.01,1,100,12,256000,2000
223,1.4362496463012695,0.50208,0.1484,0.4163,0.1484,128,gumbel_softmax,0.01,1,100,12,256000,2000
224,1.4366127577972412,0.5039,0.1495,0.418,0.1495,128,gumbel_softmax,0.01,1,100,12,256000,2000
225,1.497223977661133,0.50204,0.1471,0.4163,0.1471,128,gumbel_softmax,0.01,1,100,12,256000,2000
226,1.4615737383270264,0.4991,0.1486,0.419,0.1486,128,gumbel_softmax,0.01,1,100,12,256000,2000
227,1.4392847060394287,0.50226,0.1458,0.4192,0.1458,128,gumbel_softmax,0.01,1,100,12,256000,2000
228,1.442295255317688,0.50516,0.1476,0.4211,0.1476,128,gumbel_softmax,0.01,1,100,12,256000,2000
229,1.4242413387298585,0.5079,0.1504,0.4203,0.1504,128,gumbel_softmax,0.01,1,100,12,256000,2000
230,1.4249521393203735,0.50942,0.1508,0.4231,0.1508,128,gumbel_softmax,0.01,1,100,12,256000,2000
231,1.4293327292251587,0.50748,0.1557,0.4199,0.1557,128,gumbel_softmax,0.01,1,100,12,256000,2000
232,1.5458780359649658,0.50626,0.154,0.4252,0.154,128,gumbel_softmax,0.01,1,100,12,256000,2000
233,1.4573994901275635,0.50266,0.1535,0.4261,0.1535,128,gumbel_softmax,0.01,1,100,12,256000,2000
234,1.4287577208709716,0.50778,0.1505,0.4222,0.1505,128,gumbel_softmax,0.01,1,100,12,256000,2000
235,1.6132412386322021,0.50786,0.1517,0.4234,0.1517,128,gumbel_softmax,0.01,1,100,12,256000,2000
236,1.4298970425415038,0.5084,0.1507,0.4228,0.1507,128,gumbel_softmax,0.01,1,100,12,256000,2000
237,1.4080663687896728,0.51312,0.152,0.4256,0.152,128,gumbel_softmax,0.01,1,100,12,256000,2000
238,1.3989658744430542,0.5171,0.1451,0.4259,0.1451,128,gumbel_softmax,0.01,1,100,12,256000,2000
239,1.3978173498916626,0.51734,0.148,0.4217,0.148,128,gumbel_softmax,0.01,1,100,12,256000,2000
240,1.4567779271697998,0.51354,0.1449,0.421,0.1449,128,gumbel_softmax,0.01,1,100,12,256000,2000
241,1.4289108203506469,0.51212,0.1436,0.4231,0.1436,128,gumbel_softmax,0.01,1,100,12,256000,2000
242,1.460806134223938,0.51108,0.147,0.4225,0.147,128,gumbel_softmax,0.01,1,100,12,256000,2000
243,1.4239504367828368,0.51508,0.148,0.4244,0.148,128,gumbel_softmax,0.01,1,100,12,256000,2000
244,1.3975288301849365,0.51774,0.1459,0.4236,0.1459,128,gumbel_softmax,0.01,1,100,12,256000,2000
245,1.4253196375274657,0.51756,0.1467,0.4278,0.1467,128,gumbel_softmax,0.01,1,100,12,256000,2000
246,1.3916533666229247,0.51852,0.1535,0.429,0.1535,128,gumbel_softmax,0.01,1,100,12,256000,2000
247,1.398115461578369,0.51872,0.152,0.4281,0.152,128,gumbel_softmax,0.01,1,100,12,256000,2000
248,1.4040482459259034,0.51904,0.1462,0.4264,0.1462,128,gumbel_softmax,0.01,1,100,12,256000,2000
249,1.3916860806274414,0.519,0.1465,0.4306,0.1465,128,gumbel_softmax,0.01,1,100,12,256000,2000
250,1.3868492895507814,0.52254,0.1499,0.4309,0.1499,128,gumbel_softmax,0.01,1,100,12,256000,2000
251,1.4126641075515747,0.52096,0.1492,0.4291,0.1492,128,gumbel_softmax,0.01,1,100,12,256000,2000
252,1.3843943818283082,0.52242,0.1455,0.4313,0.1455,128,gumbel_softmax,0.01,1,100,12,256000,2000
253,1.378669455795288,0.52592,0.1525,0.4299,0.1525,128,gumbel_softmax,0.01,1,100,12,256000,2000
254,1.4203674662017822,0.52264,0.1487,0.4273,0.1487,128,gumbel_softmax,0.01,1,100,12,256000,2000
255,4.071694500770569,0.51502,0.1521,0.4277,0.1521,128,gumbel_softmax,0.01,1,100,12,256000,2000
256,1.4530958830261231,0.51812,0.1518,0.4288,0.1518,128,gumbel_softmax,0.01,1,100,12,256000,2000
257,1.3922293951416016,0.52308,0.1501,0.4282,0.1501,128,gumbel_softmax,0.01,1,100,12,256000,2000
258,1.3775562712860108,0.52666,0.1538,0.4334,0.1538,128,gumbel_softmax,0.01,1,100,12,256000,2000
259,1.3760135352706908,0.52754,0.1514,0.4314,0.1514,128,gumbel_softmax,0.01,1,100,12,256000,2000
260,1.3885802729034424,0.52868,0.1543,0.4322,0.1543,128,gumbel_softmax,0.01,1,100,12,256000,2000
261,1.390306561164856,0.5272,0.1557,0.4309,0.1557,128,gumbel_softmax,0.01,1,100,12,256000,2000
262,1.375174953918457,0.5292,0.1537,0.4295,0.1537,128,gumbel_softmax,0.01,1,100,12,256000,2000
263,1.7650483568954467,0.52284,0.1527,0.4289,0.1527,128,gumbel_softmax,0.01,1,100,12,256000,2000
264,1.5988257218551636,0.52126,0.1516,0.4303,0.1516,128,gumbel_softmax,0.01,1,100,12,256000,2000
265,1.4542444104003907,0.52438,0.1606,0.4285,0.1606,128,gumbel_softmax,0.01,1,100,12,256000,2000
266,54.770130495147704,0.49822,0.1566,0.4212,0.1566,128,gumbel_softmax,0.01,1,100,12,256000,2000
267,7.664878571739197,0.50044,0.1533,0.4239,0.1533,128,gumbel_softmax,0.01,1,100,12,256000,2000
268,1.6956651723480225,0.51176,0.1469,0.4249,0.1469,128,gumbel_softmax,0.01,1,100,12,256000,2000
269,3.356585729751587,0.51146,0.1526,0.4263,0.1526,128,gumbel_softmax,0.01,1,100,12,256000,2000
270,34.498949766693116,0.51382,0.1536,0.4225,0.1536,128,gumbel_softmax,0.01,1,100,12,256000,2000
271,3.43531296913147,0.50826,0.1544,0.4208,0.1544,128,gumbel_softmax,0.01,1,100,12,256000,2000
272,1.8404611767196655,0.50608,0.1572,0.4256,0.1572,128,gumbel_softmax,0.01,1,100,12,256000,2000
273,1.7997753211212157,0.50786,0.1547,0.4251,0.1547,128,gumbel_softmax,0.01,1,100,12,256000,2000
274,2.4741850254440307,0.5073,0.1445,0.4245,0.1445,128,gumbel_softmax,0.01,1,100,12,256000,2000
275,1.5228692602157592,0.51272,0.1492,0.4244,0.1492,128,gumbel_softmax,0.01,1,100,12,256000,2000
276,1.447107085571289,0.51588,0.1486,0.4251,0.1486,128,gumbel_softmax,0.01,1,100,12,256000,2000
277,1.4233982056427001,0.51904,0.1499,0.4271,0.1499,128,gumbel_softmax,0.01,1,100,12,256000,2000
278,1.6939385325622558,0.51916,0.1446,0.4282,0.1446,128,gumbel_softmax,0.01,1,100,12,256000,2000
279,1.4226857122802734,0.52124,0.1548,0.4258,0.1548,128,gumbel_softmax,0.01,1,100,12,256000,2000
280,1.4144527898788453,0.52302,0.1462,0.4272,0.1462,128,gumbel_softmax,0.01,1,100,12,256000,2000
281,2.4402650301361084,0.52092,0.1558,0.4272,0.1558,128,gumbel_softmax,0.01,1,100,12,256000,2000
282,7.409390127601624,0.51816,0.1537,0.4291,0.1537,128,gumbel_softmax,0.01,1,100,12,256000,2000
283,2.0637533028411865,0.51526,0.1565,0.427,0.1565,128,gumbel_softmax,0.01,1,100,12,256000,2000
284,2.7012960707855225,0.51692,0.1574,0.4247,0.1574,128,gumbel_softmax,0.01,1,100,12,256000,2000
285,5.701785371742249,0.51262,0.1607,0.4273,0.1607,128,gumbel_softmax,0.01,1,100,12,256000,2000
286,2.5761836627197265,0.51552,0.1545,0.4271,0.1545,128,gumbel_softmax,0.01,1,100,12,256000,2000
287,1.4204794034957886,0.5221,0.1515,0.4306,0.1515,128,gumbel_softmax,0.01,1,100,12,256000,2000
288,1.5618857292938233,0.52364,0.1617,0.4294,0.1617,128,gumbel_softmax,0.01,1,100,12,256000,2000
289,2.412360181922913,0.52272,0.1556,0.4272,0.1556,128,gumbel_softmax,0.01,1,100,12,256000,2000
290,25.71418724758148,0.50732,0.1624,0.426,0.1624,128,gumbel_softmax,0.01,1,100,12,256000,2000
291,3.121020538330078,0.50584,0.1624,0.4291,0.1624,128,gumbel_softmax,0.01,1,100,12,256000,2000
292,1264.3003396357726,0.5051,0.1532,0.4199,0.1532,128,gumbel_softmax,0.01,1,100,12,256000,2000
293,9863.55011629898,0.48788,0.1553,0.4168,0.1553,128,gumbel_softmax,0.01,1,100,12,256000,2000
294,83163.63980753113,0.46236,0.1506,0.4074,0.1506,128,gumbel_softmax,0.01,1,100,12,256000,2000
295,105876.51766900666,0.45372,0.1557,0.4054,0.1557,128,gumbel_softmax,0.01,1,100,12,256000,2000
296,1684185308036.306,0.38534,0.1331,0.3396,0.1331,128,gumbel_softmax,0.01,1,100,12,256000,2000
297,3.399503885346995e+30,0.3186,0.1373,0.2692,0.1373,128,gumbel_softmax,0.01,1,100,12,256000,2000
298,nan,0.11742,0.1,0.1,0.1,128,gumbel_softmax,0.01,1,100,12,256000,2000
