epoch,train_loss,train_acc,float_eval_acc,float_trainmode_acc,discrete_acc,BATCH_SIZE,GATE_OPTIMIZER,NETWORK_LR,GUMBEL_TAU,GROUP_SUM_TAU,NETWORK_LAYERS,GATES,EPOCHS,CONNECTIONS
12,2.1688269701639813,0.6849333333333333,0.6948,0.695,0.6948,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
13,2.168765986251831,0.6819833333333334,0.692,0.692,0.692,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
14,2.168754364267985,0.6804666666666667,0.6905,0.6905,0.6905,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
15,2.1686223718007405,0.6805333333333333,0.6917,0.6918,0.6917,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
16,2.168313978830973,0.68225,0.6918,0.6918,0.6918,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
17,2.1679857786814374,0.6816833333333333,0.6906,0.6906,0.6906,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
1,2.21735627301534,0.49906666666666666,0.6387,0.6409,0.6387,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
2,2.176232818603516,0.6364,0.6434,0.6435,0.6434,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
3,2.1743530142466225,0.6449166666666667,0.6559,0.6564,0.6559,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
4,2.173779470570882,0.6482666666666667,0.6579,0.6583,0.6579,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
5,2.173441154098511,0.65005,0.6595,0.6597,0.6595,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
6,2.173277411142985,0.6510166666666667,0.6602,0.6604,0.6602,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
1,2.1713938404083253,0.6680333333333334,0.6815,0.6814,0.6815,128,softmax,0.01,0.25,30,2,100,20,random
2,2.1710913698832193,0.6736333333333333,0.683,0.6831,0.683,128,softmax,0.01,0.25,30,2,100,20,random
3,2.171012194697062,0.6740333333333334,0.6806,0.6805,0.6806,128,softmax,0.01,0.25,30,2,100,20,random
4,2.170845905685425,0.6737,0.681,0.6809,0.681,128,softmax,0.01,0.25,30,2,100,20,random
5,2.1707872877756755,0.67495,0.682,0.682,0.682,128,softmax,0.01,0.25,30,2,100,20,random
6,2.170716926320394,0.6753,0.6819,0.6819,0.6819,128,softmax,0.01,0.25,30,2,100,20,random
7,2.1706955766042073,0.6760833333333334,0.6834,0.6834,0.6834,128,softmax,0.01,0.25,30,2,100,20,random
8,2.1705825672149657,0.6772,0.6829,0.6829,0.6829,128,softmax,0.01,0.25,30,2,100,20,random
9,2.1703751705169676,0.6770333333333334,0.6837,0.6837,0.6837,128,softmax,0.01,0.25,30,2,100,20,random
10,2.1700045476277667,0.67755,0.6845,0.6845,0.6845,128,softmax,0.01,0.25,30,2,100,20,random
11,2.1699595883687337,0.67815,0.6837,0.6837,0.6837,128,softmax,0.01,0.25,30,2,100,20,random
12,2.1699610275268553,0.6780833333333334,0.6838,0.6838,0.6838,128,softmax,0.01,0.25,30,2,100,20,random
13,2.169953451792399,0.6781833333333334,0.6856,0.6856,0.6856,128,softmax,0.01,0.25,30,2,100,20,random
14,2.1698955898284913,0.6820666666666667,0.6869,0.6869,0.6869,128,softmax,0.01,0.25,30,2,100,20,random
15,2.169886962890625,0.6819,0.6865,0.6866,0.6865,128,softmax,0.01,0.25,30,2,100,20,random
16,2.169749528884888,0.6833333333333333,0.6889,0.6889,0.6889,128,softmax,0.01,0.25,30,2,100,20,random
17,2.169560855356852,0.6853833333333333,0.6909,0.6909,0.6909,128,softmax,0.01,0.25,30,2,100,20,random
18,2.169288298034668,0.6867833333333333,0.6924,0.6924,0.6924,128,softmax,0.01,0.25,30,2,100,20,random
19,2.1692805286407473,0.6872333333333334,0.6927,0.6927,0.6927,128,softmax,0.01,0.25,30,2,100,20,random
1,2.1700677799224852,0.69775,0.7111,0.7111,0.7111,128,softmax,0.01,0.25,30,2,100,20,random
2,2.1645263879140217,0.70735,0.7162,0.7166,0.7162,128,softmax,0.01,0.25,30,2,100,20,random
3,2.163632167816162,0.7105666666666667,0.7206,0.7195,0.7206,128,softmax,0.01,0.25,30,2,100,20,random
4,2.163379304631551,0.7122166666666667,0.7198,0.7195,0.7198,128,softmax,0.01,0.25,30,2,100,20,random
5,2.1632035250345867,0.7129833333333333,0.7218,0.7217,0.7218,128,softmax,0.01,0.25,30,2,100,20,random
6,2.162771347427368,0.7162666666666667,0.7237,0.7237,0.7237,128,softmax,0.01,0.25,30,2,100,20,random
7,2.1626359897613527,0.7163833333333334,0.7237,0.7236,0.7237,128,softmax,0.01,0.25,30,2,100,20,random
8,2.1625881801605225,0.71635,0.7235,0.7235,0.7235,128,softmax,0.01,0.25,30,2,100,20,random
9,2.1625557900746664,0.7161333333333333,0.7236,0.7237,0.7236,128,softmax,0.01,0.25,30,2,100,20,random
10,2.1621542751312255,0.7161,0.7242,0.724,0.7242,128,softmax,0.01,0.25,30,2,100,20,random
11,2.1620833492279052,0.71415,0.7232,0.7232,0.7232,128,softmax,0.01,0.25,30,2,100,20,random
12,2.162047514470418,0.7133833333333334,0.7219,0.7219,0.7219,128,softmax,0.01,0.25,30,2,100,20,random
13,2.1619833950042726,0.71215,0.7214,0.7214,0.7214,128,softmax,0.01,0.25,30,2,100,20,random
14,2.1619797164916994,0.712,0.7215,0.7214,0.7215,128,softmax,0.01,0.25,30,2,100,20,random
15,2.1619773422241213,0.71205,0.7214,0.7219,0.7214,128,softmax,0.01,0.25,30,2,100,20,random
16,2.1619723879496258,0.7121666666666666,0.7214,0.7227,0.7214,128,softmax,0.01,0.25,30,2,100,20,random
17,2.1618495187123616,0.7136333333333333,0.7259,0.7254,0.7259,128,softmax,0.01,0.25,30,2,100,20,random
18,2.161664052581787,0.71455,0.7259,0.7256,0.7259,128,softmax,0.01,0.25,30,2,100,20,random
19,2.161655734380086,0.71465,0.726,0.726,0.726,128,softmax,0.01,0.25,30,2,100,20,random
1,2.1616476094563803,0.71475,0.7253,0.7252,0.7253,128,softmax,0.01,0.25,30,2,100,20,random
2,2.161612844721476,0.71485,0.7257,0.7257,0.7257,128,softmax,0.01,0.25,30,2,100,20,random
3,2.1615916085561118,0.7153166666666667,0.7255,0.7255,0.7255,128,softmax,0.01,0.25,30,2,100,20,random
4,2.161582112503052,0.7154333333333334,0.7259,0.7259,0.7259,128,softmax,0.01,0.25,30,2,100,20,random
1,2.161577900695801,0.7155166666666667,0.7249,0.7249,0.7249,128,softmax,0.01,0.25,30,2,100,20,random
2,2.1610332628885907,0.71525,0.7228,0.7228,0.7228,128,softmax,0.01,0.25,30,2,100,20,random
3,2.161005242029826,0.7150666666666666,0.7237,0.7237,0.7237,128,softmax,0.01,0.25,30,2,100,20,random
1,1.6175830914815268,0.6409333333333334,0.8167,0.8157,0.8167,128,softmax,0.01,0.25,30,2,1000,20,learned
2,1.2084927572250366,0.8178833333333333,0.831,0.831,0.831,128,softmax,0.01,0.25,30,2,1000,20,learned
3,1.1687153785069784,0.8236,0.833,0.8327,0.833,128,softmax,0.01,0.25,30,2,1000,20,learned
4,1.1533728432337442,0.82525,0.8352,0.8358,0.8352,128,softmax,0.01,0.25,30,2,1000,20,learned
5,1.1451656087875366,0.82805,0.8373,0.8373,0.8373,128,softmax,0.01,0.25,30,2,1000,20,learned
6,1.1413354377110798,0.8292833333333334,0.8367,0.8374,0.8367,128,softmax,0.01,0.25,30,2,1000,20,learned
7,1.1385017524719239,0.8299666666666666,0.8375,0.8372,0.8375,128,softmax,0.01,0.25,30,2,1000,20,learned
8,1.1355785348892211,0.83095,0.8388,0.8391,0.8388,128,softmax,0.01,0.25,30,2,1000,20,learned
9,1.1330652963638306,0.83165,0.8398,0.8395,0.8398,128,softmax,0.01,0.25,30,2,1000,20,learned
10,1.1316588914871215,0.83295,0.8413,0.8411,0.8413,128,softmax,0.01,0.25,30,2,1000,20,learned
11,1.1296598119735717,0.8340166666666666,0.8421,0.842,0.8421,128,softmax,0.01,0.25,30,2,1000,20,learned
12,1.126655869102478,0.8356,0.8427,0.8429,0.8427,128,softmax,0.01,0.25,30,2,1000,20,learned
13,1.1253267550786337,0.8355833333333333,0.8435,0.8435,0.8435,128,softmax,0.01,0.25,30,2,1000,20,learned
1,1.1111118303775787,0.6857166666666666,0.8947,0.8954,0.8947,128,softmax,0.01,0.25,30,4,10000,20,random
2,0.3632812534491221,0.90265,0.9165,0.9203,0.9165,128,softmax,0.01,0.25,30,4,10000,20,random
3,0.2992027420838674,0.9196166666666666,0.9269,0.9302,0.9269,128,softmax,0.01,0.25,30,4,10000,20,random
4,0.26793350728352866,0.9290666666666667,0.9353,0.9349,0.9353,128,softmax,0.01,0.25,30,4,10000,20,random
5,0.24880363498528799,0.9349166666666666,0.9379,0.9393,0.9379,128,softmax,0.01,0.25,30,4,10000,20,random
6,0.23572810487747192,0.9398,0.9406,0.9416,0.9406,128,softmax,0.01,0.25,30,4,10000,20,random
7,0.22622442953586577,0.9421333333333334,0.9425,0.944,0.9425,128,softmax,0.01,0.25,30,4,10000,20,random
8,0.21877417572339375,0.9444333333333333,0.9447,0.9445,0.9447,128,softmax,0.01,0.25,30,4,10000,20,random
9,0.2130367004553477,0.94615,0.9454,0.9453,0.9454,128,softmax,0.01,0.25,30,4,10000,20,random
10,0.20848466289043427,0.94755,0.9466,0.9458,0.9466,128,softmax,0.01,0.25,30,4,10000,20,random
1,2.1104490598678587,0.2897666666666667,0.6952,0.7644,0.6952,128,softmax,0.01,0.25,30,8,10000,20,random
2,0.745704290453593,0.8269666666666666,0.829,0.8749,0.829,128,softmax,0.01,0.25,30,8,10000,20,random
3,0.4749936891078949,0.8813833333333333,0.8591,0.8967,0.8591,128,softmax,0.01,0.25,30,8,10000,20,random
4,0.39862443318367,0.8991333333333333,0.8773,0.9087,0.8773,128,softmax,0.01,0.25,30,8,10000,20,random
5,0.35775120828946433,0.9086833333333333,0.9042,0.9153,0.9042,128,softmax,0.01,0.25,30,8,10000,20,random
6,0.3302284371296565,0.9153666666666667,0.9086,0.9224,0.9086,128,softmax,0.01,0.25,30,8,10000,20,random
7,0.3100835299809774,0.9210166666666667,0.9176,0.9265,0.9176,128,softmax,0.01,0.25,30,8,10000,20,random
8,0.2955274393081665,0.9248,0.9242,0.9285,0.9242,128,softmax,0.01,0.25,30,8,10000,20,random
9,0.28360878664652506,0.9284333333333333,0.9273,0.9309,0.9273,128,softmax,0.01,0.25,30,8,10000,20,random
10,0.27377641137441,0.9310333333333334,0.9299,0.9328,0.9299,128,softmax,0.01,0.25,30,8,10000,20,random
11,0.26546582735379537,0.9331666666666667,0.9336,0.9342,0.9336,128,softmax,0.01,0.25,30,8,10000,20,random
12,0.25855031123161315,0.9351833333333334,0.9352,0.9357,0.9352,128,softmax,0.01,0.25,30,8,10000,20,random
13,0.2526697391430537,0.9365166666666667,0.9389,0.9362,0.9389,128,softmax,0.01,0.25,30,8,10000,20,random
14,0.24740213842391967,0.9378,0.9388,0.938,0.9388,128,softmax,0.01,0.25,30,8,10000,20,random
15,0.2430539458910624,0.9389166666666666,0.9403,0.9385,0.9403,128,softmax,0.01,0.25,30,8,10000,20,random
16,0.23934228322505952,0.9403,0.9403,0.9397,0.9403,128,softmax,0.01,0.25,30,8,10000,20,random
17,0.23604004079500834,0.9412666666666667,0.9398,0.941,0.9398,128,softmax,0.01,0.25,30,8,10000,20,random
18,0.2329081156094869,0.9423,0.9422,0.9413,0.9422,128,softmax,0.01,0.25,30,8,10000,20,random
19,0.23001247370243072,0.9427666666666666,0.9438,0.9423,0.9438,128,softmax,0.01,0.25,30,8,10000,20,random
20,0.2271985909541448,0.9436666666666667,0.9437,0.9433,0.9437,128,softmax,0.01,0.25,30,8,10000,20,random
1,2.11110558980306,0.2937,0.6844,0.7514,0.6844,128,softmax,0.01,0.25,30,8,10000,20,random
2,0.750802641582489,0.82185,0.8462,0.8698,0.8462,128,softmax,0.01,0.25,30,8,10000,20,random
3,0.4811508066336314,0.8749,0.8732,0.8939,0.8732,128,softmax,0.01,0.25,30,8,10000,20,random
1,0.7090814846833547,0.8156833333333333,0.9107,0.9122,0.9107,128,sparsemax,0.01,0.25,30,8,10000,20,random
2,0.3413193532625834,0.9134,0.9194,0.9198,0.9194,128,sparsemax,0.01,0.25,30,8,10000,20,random
3,0.3222511410236359,0.9185,0.9235,0.9234,0.9235,128,sparsemax,0.01,0.25,30,8,10000,20,random
4,0.316785506828626,0.9206166666666666,0.9247,0.9239,0.9247,128,sparsemax,0.01,0.25,30,8,10000,20,random
5,0.3145674232641856,0.921,0.924,0.925,0.924,128,sparsemax,0.01,0.25,30,8,10000,20,random
1,0.3036736664454142,0.9244833333333333,0.9314,0.9324,0.9314,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
2,0.2835590766906738,0.9296,0.9329,0.9328,0.9329,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
3,0.2791679241021474,0.9307833333333333,0.9337,0.9332,0.9337,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
4,0.2767566016753515,0.9316333333333333,0.9345,0.934,0.9345,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
5,0.2753383592287699,0.9324166666666667,0.9344,0.9341,0.9344,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
6,0.2741388253053029,0.93235,0.9349,0.9347,0.9349,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
7,0.2731952713012695,0.9331,0.9325,0.9338,0.9325,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
8,0.2727096137682597,0.9327666666666666,0.9339,0.9346,0.9339,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
9,0.2722736444632212,0.9333,0.9345,0.9346,0.9345,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
1,0.602258564043045,0.8240333333333333,0.9394,0.9385,0.9394,128,sparsemax_noise,0.01,0.25,30,8,30000,20,random
2,0.19338157773812611,0.9459333333333333,0.9532,0.9555,0.9532,128,sparsemax_noise,0.01,0.25,30,8,30000,20,random
3,0.14334667065540949,0.9614666666666667,0.9623,0.9627,0.9623,128,sparsemax_noise,0.01,0.25,30,8,30000,20,random
4,0.1195767841219902,0.9684,0.9643,0.9655,0.9643,128,sparsemax_noise,0.01,0.25,30,8,30000,20,random
1,1.9301866580327351,0.5396,0.7749,0.7833,0.7749,128,log_softmax,0.01,0.25,30,4,1000,20,random
2,1.5417815608342489,0.7840833333333334,0.7974,0.8008,0.7974,128,log_softmax,0.01,0.25,30,4,1000,20,random
3,1.5074852869669597,0.7929666666666667,0.8077,0.8068,0.8077,128,log_softmax,0.01,0.25,30,4,1000,20,random
4,1.4963496928532918,0.7969666666666667,0.8072,0.8051,0.8072,128,log_softmax,0.01,0.25,30,4,1000,20,random
5,1.4901923133850097,0.79785,0.8064,0.8046,0.8064,128,log_softmax,0.01,0.25,30,4,1000,20,random
6,1.4856936162948609,0.7994,0.8066,0.8068,0.8066,128,log_softmax,0.01,0.25,30,4,1000,20,random
7,1.481716979408264,0.8004166666666667,0.8067,0.8092,0.8067,128,log_softmax,0.01,0.25,30,4,1000,20,random
8,1.4795284505208333,0.80085,0.808,0.8089,0.808,128,log_softmax,0.01,0.25,30,4,1000,20,random
9,1.4773471158345541,0.8028833333333333,0.8092,0.8097,0.8092,128,log_softmax,0.01,0.25,30,4,1000,20,random
10,1.4758352612813315,0.80405,0.8099,0.8102,0.8099,128,log_softmax,0.01,0.25,30,4,1000,20,random
11,1.4744918895085652,0.8044833333333333,0.8103,0.8105,0.8103,128,log_softmax,0.01,0.25,30,4,1000,20,random
12,1.4737117001215616,0.80445,0.8115,0.8112,0.8115,128,log_softmax,0.01,0.25,30,4,1000,20,random
13,1.473322702852885,0.8048666666666666,0.8121,0.8114,0.8121,128,log_softmax,0.01,0.25,30,4,1000,20,random
14,1.4726106137593586,0.8043,0.8113,0.8114,0.8113,128,log_softmax,0.01,0.25,30,4,1000,20,random
15,1.47123037815094,0.8049666666666667,0.8134,0.8127,0.8134,128,log_softmax,0.01,0.25,30,4,1000,20,random
16,1.4686683220545451,0.8055,0.8135,0.8133,0.8135,128,log_softmax,0.01,0.25,30,4,1000,20,random
17,1.4677279065450033,0.80585,0.8134,0.8145,0.8134,128,log_softmax,0.01,0.25,30,4,1000,20,random
18,1.4672180836995443,0.8064166666666667,0.8133,0.8139,0.8133,128,log_softmax,0.01,0.25,30,4,1000,20,random
19,1.4665353113810222,0.8056166666666666,0.8113,0.812,0.8113,128,log_softmax,0.01,0.25,30,4,1000,20,random
20,1.4659598674138388,0.8051666666666667,0.8127,0.8126,0.8127,128,log_softmax,0.01,0.25,30,4,1000,20,random
1,1.4654977663675943,0.8059666666666667,0.8129,0.8131,0.8129,128,log_softmax,0.01,0.25,30,4,1000,20,random
1,1.9431104972839355,0.5373333333333333,0.7879,0.7872,0.7879,128,softmax,0.01,0.25,30,4,1000,20,random
2,1.5448006856918335,0.7799166666666667,0.7975,0.7963,0.7975,128,softmax,0.01,0.25,30,4,1000,20,random
3,1.5075428787867229,0.78695,0.8018,0.8023,0.8018,128,softmax,0.01,0.25,30,4,1000,20,random
4,1.4957048653284708,0.7914166666666667,0.8037,0.8044,0.8037,128,softmax,0.01,0.25,30,4,1000,20,random
5,1.4885001002629599,0.7902,0.8024,0.8026,0.8024,128,softmax,0.01,0.25,30,4,1000,20,random
6,1.4853134660720826,0.7896166666666666,0.8041,0.8048,0.8041,128,softmax,0.01,0.25,30,4,1000,20,random
7,1.482430923016866,0.7927333333333333,0.8049,0.806,0.8049,128,softmax,0.01,0.25,30,4,1000,20,random
8,1.47951938940684,0.7941,0.8071,0.8063,0.8071,128,softmax,0.01,0.25,30,4,1000,20,random
9,1.4773718477884927,0.79425,0.8067,0.8079,0.8067,128,softmax,0.01,0.25,30,4,1000,20,random
10,1.4756172355016073,0.7955333333333333,0.8071,0.8081,0.8071,128,softmax,0.01,0.25,30,4,1000,20,random
11,1.4742870748519898,0.796,0.8062,0.8063,0.8062,128,softmax,0.01,0.25,30,4,1000,20,random
12,1.4726624807357789,0.7968,0.8067,0.8069,0.8067,128,softmax,0.01,0.25,30,4,1000,20,random
13,1.4714149342854819,0.7979333333333334,0.8077,0.809,0.8077,128,softmax,0.01,0.25,30,4,1000,20,random
14,1.4701149503707887,0.7985833333333333,0.8097,0.8093,0.8097,128,softmax,0.01,0.25,30,4,1000,20,random
15,1.4692417683283487,0.79905,0.8111,0.8107,0.8111,128,softmax,0.01,0.25,30,4,1000,20,random
16,1.468357343228658,0.8002666666666667,0.812,0.8115,0.812,128,softmax,0.01,0.25,30,4,1000,20,random
17,1.46741664091746,0.7996333333333333,0.8117,0.8114,0.8117,128,softmax,0.01,0.25,30,4,1000,20,random
18,1.466526323699951,0.79965,0.811,0.8114,0.811,128,softmax,0.01,0.25,30,4,1000,20,random
19,1.4660801848729452,0.7990666666666667,0.8111,0.8117,0.8111,128,softmax,0.01,0.25,30,4,1000,20,random
20,1.4655792507807415,0.79865,0.811,0.8118,0.811,128,softmax,0.01,0.25,30,4,1000,20,random
1,1.8999145114262899,0.6541333333333333,0.7377,0.7351,0.7377,128,sparsemax_noise,0.01,0.25,30,4,1000,20,random
2,1.7840255689620972,0.7300833333333333,0.7606,0.7578,0.7606,128,sparsemax_noise,0.01,0.25,30,4,1000,20,random
3,1.776082046063741,0.7417,0.7541,0.754,0.7541,128,sparsemax_noise,0.01,0.25,30,4,1000,20,random
4,1.7746460954666137,0.7391833333333333,0.7544,0.7509,0.7544,128,sparsemax_noise,0.01,0.25,30,4,1000,20,random
5,1.7737705734252929,0.7404,0.7515,0.7486,0.7515,128,sparsemax_noise,0.01,0.25,30,4,1000,20,random
6,1.772957770284017,0.7404666666666667,0.7506,0.754,0.7506,128,sparsemax_noise,0.01,0.25,30,4,1000,20,random
7,1.7720455144246419,0.74165,0.7527,0.7513,0.7527,128,sparsemax_noise,0.01,0.25,30,4,1000,20,random
8,1.771933276049296,0.7422,0.7534,0.7529,0.7534,128,sparsemax_noise,0.01,0.25,30,4,1000,20,random
9,1.771832072766622,0.74445,0.7501,0.754,0.7501,128,sparsemax_noise,0.01,0.25,30,4,1000,20,random
10,1.7716922647476196,0.7422666666666666,0.7507,0.7514,0.7507,128,sparsemax_noise,0.01,0.25,30,4,1000,20,random
11,1.7715242502848307,0.7434666666666667,0.7532,0.7537,0.7532,128,sparsemax_noise,0.01,0.25,30,4,1000,20,random
12,1.7714095413208009,0.74395,0.7531,0.753,0.7531,128,sparsemax_noise,0.01,0.25,30,4,1000,20,random
13,1.7714078601201375,0.7425333333333334,0.7531,0.7524,0.7531,128,sparsemax_noise,0.01,0.25,30,4,1000,20,random
1,1.940132284228007,0.54585,0.7993,0.7943,0.7993,128,log_softmax,0.01,0.25,30,4,1000,20,random
2,1.549947032737732,0.7912333333333333,0.8076,0.8091,0.8076,128,log_softmax,0.01,0.25,30,4,1000,20,random
3,1.5148467828750611,0.8014,0.8179,0.8159,0.8179,128,log_softmax,0.01,0.25,30,4,1000,20,random
4,1.5029574584960939,0.8046166666666666,0.8207,0.8185,0.8207,128,log_softmax,0.01,0.25,30,4,1000,20,random
5,1.49619778881073,0.8078,0.8221,0.8204,0.8221,128,log_softmax,0.01,0.25,30,4,1000,20,random
6,1.4920262517929077,0.8072666666666667,0.822,0.8195,0.822,128,log_softmax,0.01,0.25,30,4,1000,20,random
7,1.4887703358332316,0.8082833333333334,0.8186,0.8186,0.8186,128,log_softmax,0.01,0.25,30,4,1000,20,random
8,1.4862015563964843,0.8076166666666666,0.818,0.8192,0.818,128,log_softmax,0.01,0.25,30,4,1000,20,random
9,1.4845940193812053,0.8075333333333333,0.8179,0.818,0.8179,128,log_softmax,0.01,0.25,30,4,1000,20,random
10,1.4830416468938192,0.8082833333333334,0.8189,0.82,0.8189,128,log_softmax,0.01,0.25,30,4,1000,20,random
11,1.4817906545003254,0.808,0.8184,0.8202,0.8184,128,log_softmax,0.01,0.25,30,4,1000,20,random
12,1.4809052761713664,0.8077,0.819,0.8196,0.819,128,log_softmax,0.01,0.25,30,4,1000,20,random
13,1.4796753636042277,0.8073166666666667,0.8184,0.8183,0.8184,128,log_softmax,0.01,0.25,30,4,1000,20,random
14,1.478594545173645,0.8068333333333333,0.817,0.8175,0.817,128,log_softmax,0.01,0.25,30,4,1000,20,random
15,1.478022652753194,0.8076333333333333,0.8184,0.8183,0.8184,128,log_softmax,0.01,0.25,30,4,1000,20,random
16,1.4774188809712727,0.8080166666666667,0.8194,0.8188,0.8194,128,log_softmax,0.01,0.25,30,4,1000,20,random
17,1.4764475662231444,0.8094833333333333,0.8209,0.8211,0.8209,128,log_softmax,0.01,0.25,30,4,1000,20,random
18,1.4753507479985555,0.81115,0.824,0.8228,0.824,128,log_softmax,0.01,0.25,30,4,1000,20,random
19,1.474387520090739,0.8112833333333334,0.8221,0.8222,0.8221,128,log_softmax,0.01,0.25,30,4,1000,20,random
20,1.4739373594284058,0.8115,0.8226,0.8228,0.8226,128,log_softmax,0.01,0.25,30,4,1000,20,random
1,1.9322377621332805,0.53655,0.7898,0.7884,0.7898,128,softmax,0.01,0.25,30,4,1000,20,random
2,1.5391935784022013,0.7850333333333334,0.8029,0.8021,0.8029,128,softmax,0.01,0.25,30,4,1000,20,random
3,1.5040125182469686,0.7921333333333334,0.8046,0.8039,0.8046,128,softmax,0.01,0.25,30,4,1000,20,random
4,1.4926954100926717,0.7953,0.8064,0.806,0.8064,128,softmax,0.01,0.25,30,4,1000,20,random
5,1.486317898495992,0.7948666666666667,0.8055,0.8061,0.8055,128,softmax,0.01,0.25,30,4,1000,20,random
6,1.481671024831136,0.7951333333333334,0.8045,0.8056,0.8045,128,softmax,0.01,0.25,30,4,1000,20,random
7,1.4787746907552084,0.7953666666666667,0.8073,0.8065,0.8073,128,softmax,0.01,0.25,30,4,1000,20,random
8,1.4763529103597006,0.796,0.8086,0.8084,0.8086,128,softmax,0.01,0.25,30,4,1000,20,random
9,1.4745925636291504,0.7972833333333333,0.8087,0.8093,0.8087,128,softmax,0.01,0.25,30,4,1000,20,random
10,1.4730282488505047,0.7981666666666667,0.809,0.8094,0.809,128,softmax,0.01,0.25,30,4,1000,20,random
11,1.4718653337478638,0.7981833333333334,0.808,0.8083,0.808,128,softmax,0.01,0.25,30,4,1000,20,random
12,1.4709134611129762,0.7976833333333333,0.8066,0.8086,0.8066,128,softmax,0.01,0.25,30,4,1000,20,random
13,1.4702544103622437,0.7981333333333334,0.8091,0.8093,0.8091,128,softmax,0.01,0.25,30,4,1000,20,random
14,1.4694566830952962,0.7976166666666666,0.8104,0.8102,0.8104,128,softmax,0.01,0.25,30,4,1000,20,random
15,1.4683478647232056,0.7979666666666667,0.8106,0.8103,0.8106,128,softmax,0.01,0.25,30,4,1000,20,random
16,1.4677687685012817,0.7983833333333333,0.8086,0.8098,0.8086,128,softmax,0.01,0.25,30,4,1000,20,random
17,1.4673357815424601,0.79825,0.8084,0.8097,0.8084,128,softmax,0.01,0.25,30,4,1000,20,random
18,1.4669142964045208,0.7983166666666667,0.8087,0.8094,0.8087,128,softmax,0.01,0.25,30,4,1000,20,random
19,1.466728616841634,0.7986333333333333,0.8094,0.8101,0.8094,128,softmax,0.01,0.25,30,4,1000,20,random
20,1.4663932326634725,0.79885,0.8102,0.8101,0.8102,128,softmax,0.01,0.25,30,4,1000,20,random
1,2.058849331665039,0.5063166666666666,0.6868,0.7096,0.6868,128,softmax,0.01,0.25,30,2,800,20,random
2,1.8773321088790893,0.695,0.7068,0.7207,0.7068,128,softmax,0.01,0.25,30,2,800,20,random
3,1.8616564756393432,0.6975,0.7217,0.7266,0.7217,128,softmax,0.01,0.25,30,2,800,20,random
4,1.8568489484151205,0.7018833333333333,0.734,0.7263,0.734,128,softmax,0.01,0.25,30,2,800,20,random
5,1.854449887339274,0.7026,0.7276,0.7274,0.7276,128,softmax,0.01,0.25,30,2,800,20,random
6,1.8524896959304809,0.7035833333333333,0.7328,0.7275,0.7328,128,softmax,0.01,0.25,30,2,800,20,random
7,1.8517058678309122,0.70525,0.7254,0.7272,0.7254,128,softmax,0.01,0.25,30,2,800,20,random
8,1.8512605436325074,0.7030166666666666,0.7235,0.7269,0.7235,128,softmax,0.01,0.25,30,2,800,20,random
9,1.8509507876078288,0.7030833333333333,0.7306,0.7278,0.7306,128,softmax,0.01,0.25,30,2,800,20,random
10,1.850702421061198,0.70335,0.7311,0.7272,0.7311,128,softmax,0.01,0.25,30,2,800,20,random
11,1.8503696001688639,0.7043833333333334,0.731,0.7265,0.731,128,softmax,0.01,0.25,30,2,800,20,random
12,1.8500963556289673,0.7027833333333333,0.7304,0.7261,0.7304,128,softmax,0.01,0.25,30,2,800,20,random
13,1.8499419837315878,0.70335,0.7303,0.7253,0.7303,128,softmax,0.01,0.25,30,2,800,20,random
14,1.8497531442642212,0.7031,0.7308,0.7267,0.7308,128,softmax,0.01,0.25,30,2,800,20,random
15,1.8495136889775594,0.7023166666666667,0.7308,0.7278,0.7308,128,softmax,0.01,0.25,30,2,800,20,random
16,1.8494294840494792,0.70405,0.7304,0.7267,0.7304,128,softmax,0.01,0.25,30,2,800,20,random
17,1.8493606723149618,0.7031,0.7304,0.7264,0.7304,128,softmax,0.01,0.25,30,2,800,20,random
18,1.8492532183965047,0.7019333333333333,0.7294,0.7274,0.7294,128,softmax,0.01,0.25,30,2,800,20,random
19,1.8491812370936076,0.7026,0.7289,0.7279,0.7289,128,softmax,0.01,0.25,30,2,800,20,random
20,1.8491206965128582,0.70295,0.7289,0.7276,0.7289,128,softmax,0.01,0.25,30,2,800,20,random
