epoch,train_loss,train_acc,float_eval_acc,float_trainmode_acc,discrete_acc,BATCH_SIZE,GATE_OPTIMIZER,NETWORK_LR,GUMBEL_TAU,GROUP_SUM_TAU,NETWORK_LAYERS,GATES,EPOCHS,CONNECTIONS
10,1.483765193939209,0.80065,0.8114,0.8137,0.8114,128,softmax,0.01,0.25,30,4,1000,20,random
11,1.482353018506368,0.8009666666666667,0.8123,0.8142,0.8123,128,softmax,0.01,0.25,30,4,1000,20,random
12,1.4813457738876343,0.80135,0.8111,0.8142,0.8111,128,softmax,0.01,0.25,30,4,1000,20,random
13,1.4807734530131023,0.8012,0.8129,0.8153,0.8129,128,softmax,0.01,0.25,30,4,1000,20,random
14,1.479783642578125,0.8024666666666667,0.8137,0.8152,0.8137,128,softmax,0.01,0.25,30,4,1000,20,random
15,1.4783286282221477,0.80275,0.8144,0.8162,0.8144,128,softmax,0.01,0.25,30,4,1000,20,random
16,1.4774598706563313,0.8018666666666666,0.8155,0.8167,0.8155,128,softmax,0.01,0.25,30,4,1000,20,random
17,1.476807581392924,0.8019,0.816,0.817,0.816,128,softmax,0.01,0.25,30,4,1000,20,random
18,1.476409097290039,0.80235,0.8181,0.8173,0.8181,128,softmax,0.01,0.25,30,4,1000,20,random
19,1.4759389904658,0.8027666666666666,0.8184,0.8167,0.8184,128,softmax,0.01,0.25,30,4,1000,20,random
20,1.4754439773559571,0.8027,0.818,0.8172,0.818,128,softmax,0.01,0.25,30,4,1000,20,random
1,1.8895562998453777,0.6580666666666667,0.756,0.7581,0.756,128,sparsemax_noise,0.01,0.25,30,4,1000,20,random
2,1.7781983936945598,0.7416166666666667,0.7468,0.7521,0.7468,128,sparsemax_noise,0.01,0.25,30,4,1000,20,random
3,1.7744018093744913,0.73845,0.751,0.7569,0.751,128,sparsemax_noise,0.01,0.25,30,4,1000,20,random
4,1.7721974291483562,0.7402,0.7458,0.7523,0.7458,128,sparsemax_noise,0.01,0.25,30,4,1000,20,random
5,1.7714035591125488,0.7377666666666667,0.7524,0.7558,0.7524,128,sparsemax_noise,0.01,0.25,30,4,1000,20,random
1,0.7065014599641164,0.8333166666666667,0.9054,0.9067,0.9054,128,sparsemax_noise,0.01,0.25,30,4,10000,20,random
2,0.3888438910007477,0.9069166666666667,0.9145,0.9181,0.9145,128,sparsemax_noise,0.01,0.25,30,4,10000,20,random
3,0.3609623171488444,0.9134166666666667,0.9169,0.9194,0.9169,128,sparsemax_noise,0.01,0.25,30,4,10000,20,random
4,0.35118170838356016,0.91635,0.919,0.9192,0.919,128,sparsemax_noise,0.01,0.25,30,4,10000,20,random
5,0.3458989010651906,0.9176666666666666,0.9236,0.9213,0.9236,128,sparsemax_noise,0.01,0.25,30,4,10000,20,random
6,0.34260578037897743,0.9187,0.9229,0.9213,0.9229,128,sparsemax_noise,0.01,0.25,30,4,10000,20,random
7,0.3406862338225047,0.9189,0.9248,0.9222,0.9248,128,sparsemax_noise,0.01,0.25,30,4,10000,20,random
8,0.339145325867335,0.9193,0.9238,0.9221,0.9238,128,sparsemax_noise,0.01,0.25,30,4,10000,20,random
9,0.3381571075598399,0.9196,0.9224,0.9214,0.9224,128,sparsemax_noise,0.01,0.25,30,4,10000,20,random
10,0.33757560070355735,0.9197333333333333,0.9241,0.9217,0.9241,128,sparsemax_noise,0.01,0.25,30,4,10000,20,random
11,0.33685495417912803,0.9195833333333333,0.924,0.9231,0.924,128,sparsemax_noise,0.01,0.25,30,4,10000,20,random
12,0.3362587522347768,0.9200666666666667,0.923,0.9217,0.923,128,sparsemax_noise,0.01,0.25,30,4,10000,20,random
13,0.33597323710918425,0.92015,0.9232,0.922,0.9232,128,sparsemax_noise,0.01,0.25,30,4,10000,20,random
14,0.3356557819525401,0.9198666666666667,0.9245,0.9228,0.9245,128,sparsemax_noise,0.01,0.25,30,4,10000,20,random
15,0.33528199203014375,0.9204666666666667,0.9236,0.9232,0.9236,128,sparsemax_noise,0.01,0.25,30,4,10000,20,random
16,0.33506040859222413,0.9200833333333334,0.9243,0.923,0.9243,128,sparsemax_noise,0.01,0.25,30,4,10000,20,random
17,0.334749786456426,0.9208166666666666,0.922,0.9225,0.922,128,sparsemax_noise,0.01,0.25,30,4,10000,20,random
18,0.3346238137404124,0.9204,0.9235,0.924,0.9235,128,sparsemax_noise,0.01,0.25,30,4,10000,20,random
19,0.33452336605389915,0.9207,0.9241,0.9232,0.9241,128,sparsemax_noise,0.01,0.25,30,4,10000,20,random
20,0.3342628469626109,0.9212,0.9244,0.9227,0.9244,128,sparsemax_noise,0.01,0.25,30,4,10000,20,random
1,1.1143260680834453,0.6833166666666667,0.8939,0.8962,0.8939,128,softmax,0.01,0.25,30,4,10000,20,random
2,0.3601576705137889,0.9035833333333333,0.9185,0.9187,0.9185,128,softmax,0.01,0.25,30,4,10000,20,random
3,0.2970637354850769,0.9197,0.9273,0.9278,0.9273,128,softmax,0.01,0.25,30,4,10000,20,random
4,0.2663755960782369,0.929,0.9334,0.9343,0.9334,128,softmax,0.01,0.25,30,4,10000,20,random
5,0.2474216399828593,0.9351833333333334,0.9378,0.9392,0.9378,128,softmax,0.01,0.25,30,4,10000,20,random
6,0.23431651397546133,0.9388166666666666,0.9422,0.9418,0.9422,128,softmax,0.01,0.25,30,4,10000,20,random
7,0.22486897503534953,0.9423833333333334,0.9431,0.9436,0.9431,128,softmax,0.01,0.25,30,4,10000,20,random
8,0.21772824709415436,0.94475,0.9451,0.9446,0.9451,128,softmax,0.01,0.25,30,4,10000,20,random
9,0.21202535920143128,0.9463833333333334,0.946,0.9451,0.946,128,softmax,0.01,0.25,30,4,10000,20,random
10,0.20741959415276845,0.9477333333333333,0.9466,0.947,0.9466,128,softmax,0.01,0.25,30,4,10000,20,random
11,0.20353814092477163,0.94865,0.947,0.9484,0.947,128,softmax,0.01,0.25,30,4,10000,20,random
12,0.2001746690829595,0.9497333333333333,0.9483,0.9484,0.9483,128,softmax,0.01,0.25,30,4,10000,20,random
13,0.197391725564003,0.95085,0.949,0.9497,0.949,128,softmax,0.01,0.25,30,4,10000,20,random
14,0.19499072468280793,0.9513833333333334,0.9488,0.9496,0.9488,128,softmax,0.01,0.25,30,4,10000,20,random
15,0.1929068379878998,0.9524666666666667,0.9488,0.9501,0.9488,128,softmax,0.01,0.25,30,4,10000,20,random
16,0.19110337216059367,0.9529166666666666,0.9502,0.9507,0.9502,128,softmax,0.01,0.25,30,4,10000,20,random
17,0.1894712096452713,0.9535166666666667,0.9502,0.9501,0.9502,128,softmax,0.01,0.25,30,4,10000,20,random
18,0.18807353483041128,0.9538166666666666,0.951,0.9511,0.951,128,softmax,0.01,0.25,30,4,10000,20,random
19,0.18676432406107585,0.9544666666666667,0.9516,0.9515,0.9516,128,softmax,0.01,0.25,30,4,10000,20,random
20,0.18561564112504322,0.9547666666666667,0.9518,0.9515,0.9518,128,softmax,0.01,0.25,30,4,10000,20,random
1,0.710755617237091,0.832,0.9005,0.9048,0.9005,128,sparsemax_noise,0.01,0.25,30,4,10000,20,random
2,0.3863099424203237,0.9056833333333333,0.9154,0.9162,0.9154,128,sparsemax_noise,0.01,0.25,30,4,10000,20,random
3,0.3579968061129252,0.9135,0.9191,0.918,0.9191,128,sparsemax_noise,0.01,0.25,30,4,10000,20,random
4,0.3470364718119303,0.9168666666666667,0.92,0.9216,0.92,128,sparsemax_noise,0.01,0.25,30,4,10000,20,random
5,0.34154828740755716,0.9178333333333333,0.9222,0.922,0.9222,128,sparsemax_noise,0.01,0.25,30,4,10000,20,random
6,0.3389961036841075,0.9187833333333333,0.9224,0.9236,0.9224,128,sparsemax_noise,0.01,0.25,30,4,10000,20,random
7,0.3373159613132477,0.9200333333333334,0.9235,0.9224,0.9235,128,sparsemax_noise,0.01,0.25,30,4,10000,20,random
8,0.33589220862388613,0.92,0.9222,0.9221,0.9222,128,sparsemax_noise,0.01,0.25,30,4,10000,20,random
1,0.5620510425408681,0.85175,0.9232,0.9225,0.9232,128,softmax,0.01,0.25,30,4,10000,20,random
2,0.2929302672386169,0.9225666666666666,0.9308,0.9306,0.9308,128,softmax,0.01,0.25,30,4,10000,20,random
3,0.26328314050038654,0.9307833333333333,0.9363,0.9365,0.9363,128,softmax,0.01,0.25,30,4,10000,20,random
4,0.24709976812998455,0.9359666666666666,0.9392,0.941,0.9392,128,softmax,0.01,0.25,30,4,10000,20,random
5,0.2357819650332133,0.9398,0.9422,0.9431,0.9422,128,softmax,0.01,0.25,30,4,10000,20,random
6,0.22752991919517518,0.9419333333333333,0.944,0.9446,0.944,128,softmax,0.01,0.25,30,4,10000,20,random
7,0.221175381565094,0.9438166666666666,0.946,0.9448,0.946,128,softmax,0.01,0.25,30,4,10000,20,random
8,0.2160993028442065,0.9454666666666667,0.9459,0.9456,0.9459,128,softmax,0.01,0.25,30,4,10000,20,random
9,0.2118106342156728,0.94625,0.9467,0.9464,0.9467,128,softmax,0.01,0.25,30,4,10000,20,random
1,0.7379745236714681,0.7983833333333333,0.917,0.9188,0.917,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
2,0.3080039033730825,0.9217,0.9321,0.9328,0.9321,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
3,0.275481112019221,0.9309666666666667,0.9364,0.936,0.9364,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
4,0.2636944865226746,0.9342833333333334,0.938,0.938,0.938,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
5,0.2577905015707016,0.9363333333333334,0.939,0.9391,0.939,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
6,0.2541730135122935,0.9373166666666667,0.9394,0.9394,0.9394,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
7,0.2521665042082469,0.93795,0.9407,0.9396,0.9407,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
8,0.25076798649628956,0.9382666666666667,0.9397,0.9398,0.9397,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
9,0.24956402701536815,0.9389,0.9405,0.9403,0.9405,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
10,0.24839379959106445,0.9393666666666667,0.9398,0.9405,0.9398,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
11,0.24773281068007152,0.93955,0.9412,0.9404,0.9412,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
12,0.2472041643857956,0.9391666666666667,0.9409,0.9407,0.9409,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
1,2.156745874849955,0.2709,0.6758,0.7378,0.6758,128,softmax,0.01,0.25,30,8,10000,20,random
2,0.7681457791169485,0.82435,0.857,0.8737,0.857,128,softmax,0.01,0.25,30,8,10000,20,random
3,0.47143225579261777,0.8808833333333334,0.8877,0.8999,0.8877,128,softmax,0.01,0.25,30,8,10000,20,random
4,0.39515973126093545,0.8983833333333333,0.8949,0.9117,0.8949,128,softmax,0.01,0.25,30,8,10000,20,random
5,0.35431020158131915,0.90805,0.912,0.9165,0.912,128,softmax,0.01,0.25,30,8,10000,20,random
6,0.32886890177726746,0.91455,0.9189,0.9232,0.9189,128,softmax,0.01,0.25,30,8,10000,20,random
7,0.3105776575724284,0.91885,0.9227,0.9259,0.9227,128,softmax,0.01,0.25,30,8,10000,20,random
8,0.2964644826094309,0.9232333333333334,0.929,0.9293,0.929,128,softmax,0.01,0.25,30,8,10000,20,random
9,0.2848200159788132,0.9261333333333334,0.9292,0.932,0.9292,128,softmax,0.01,0.25,30,8,10000,20,random
10,0.27503444849650066,0.92935,0.9343,0.9345,0.9343,128,softmax,0.01,0.25,30,8,10000,20,random
11,0.2670219059785207,0.93165,0.9325,0.9357,0.9325,128,softmax,0.01,0.25,30,8,10000,20,random
12,0.2594918001572291,0.9340833333333334,0.9338,0.937,0.9338,128,softmax,0.01,0.25,30,8,10000,20,random
13,0.253302552541097,0.9359166666666666,0.9379,0.9386,0.9379,128,softmax,0.01,0.25,30,8,10000,20,random
14,0.24819114473660786,0.9376,0.9394,0.9399,0.9394,128,softmax,0.01,0.25,30,8,10000,20,random
15,0.24391739625930786,0.9381333333333334,0.9398,0.9394,0.9398,128,softmax,0.01,0.25,30,8,10000,20,random
16,0.24014901491800944,0.9396666666666667,0.9409,0.9404,0.9409,128,softmax,0.01,0.25,30,8,10000,20,random
17,0.2365358237425486,0.9406,0.9412,0.9415,0.9412,128,softmax,0.01,0.25,30,8,10000,20,random
18,0.23310518675645192,0.9412333333333334,0.9425,0.9425,0.9425,128,softmax,0.01,0.25,30,8,10000,20,random
1,0.7519530532519023,0.8003333333333333,0.9129,0.9157,0.9129,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
2,0.3140394276460012,0.92115,0.9286,0.9308,0.9286,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
3,0.28031908164024355,0.93,0.9349,0.9355,0.9349,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
4,0.26764845550855,0.9341333333333334,0.9364,0.9375,0.9364,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
5,0.26073678589661914,0.9362166666666667,0.9379,0.9376,0.9379,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
6,0.2567224798440933,0.9370166666666667,0.9391,0.9395,0.9391,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
7,0.25435060269037885,0.9379,0.9386,0.9382,0.9386,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
8,0.252719118976593,0.9382333333333334,0.9372,0.9389,0.9372,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
9,0.25155463315645854,0.9386166666666667,0.9411,0.94,0.9411,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
10,0.2505430391629537,0.9389833333333333,0.9395,0.94,0.9395,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
11,0.24995541493097942,0.93935,0.9413,0.9407,0.9413,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
12,0.2492703727642695,0.9397666666666666,0.9394,0.94,0.9394,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
13,0.24868562893867494,0.9398666666666666,0.9408,0.9407,0.9408,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
14,0.24834157460530598,0.9399333333333333,0.9418,0.9396,0.9418,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
15,0.24811758530934652,0.9403333333333334,0.9419,0.9416,0.9419,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
16,0.24784918162822722,0.9402333333333334,0.9414,0.9404,0.9414,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
17,0.24744122569561006,0.9404166666666667,0.9404,0.9414,0.9404,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
18,0.24700721079508464,0.941,0.9419,0.942,0.9419,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
19,0.24682946865558625,0.9408833333333333,0.9412,0.9414,0.9412,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
20,0.24659865352312724,0.9406833333333333,0.9417,0.942,0.9417,128,sparsemax_noise,0.01,0.25,30,8,10000,20,random
1,0.7760618508895238,0.7726666666666666,0.9177,0.9197,0.9177,128,softmax,0.01,0.25,30,8,10000,20,random
2,0.2860877532402674,0.9233166666666667,0.9304,0.931,0.9304,128,softmax,0.01,0.25,30,8,10000,20,random
3,0.24568618052005767,0.9343666666666667,0.9405,0.9397,0.9405,128,softmax,0.01,0.25,30,8,10000,20,random
4,0.22345219736099242,0.9419333333333333,0.944,0.9437,0.944,128,softmax,0.01,0.25,30,8,10000,20,random
5,0.20869994753599166,0.9462,0.9481,0.947,0.9481,128,softmax,0.01,0.25,30,8,10000,20,random
6,0.19835479164123535,0.9491166666666667,0.9507,0.9493,0.9507,128,softmax,0.01,0.25,30,8,10000,20,random
7,0.1905588405450185,0.9511,0.9509,0.9505,0.9509,128,softmax,0.01,0.25,30,8,10000,20,random
8,0.1840267612695694,0.9525833333333333,0.9521,0.9522,0.9521,128,softmax,0.01,0.25,30,8,10000,20,random
9,0.17869456454118093,0.9543666666666667,0.9541,0.9542,0.9541,128,softmax,0.01,0.25,30,8,10000,20,random
10,0.17417040269374848,0.9556666666666667,0.9542,0.9551,0.9542,128,softmax,0.01,0.25,30,8,10000,20,random
11,0.1703241889556249,0.9566,0.9552,0.9563,0.9552,128,softmax,0.01,0.25,30,8,10000,20,random
12,0.16670644673506418,0.95785,0.9559,0.9566,0.9559,128,softmax,0.01,0.25,30,8,10000,20,random
13,0.1636802031079928,0.9587166666666667,0.9581,0.9576,0.9581,128,softmax,0.01,0.25,30,8,10000,20,random
14,0.16100519603093466,0.9596333333333333,0.9579,0.9575,0.9579,128,softmax,0.01,0.25,30,8,10000,20,random
15,0.15860539582570393,0.9604166666666667,0.9579,0.9584,0.9579,128,softmax,0.01,0.25,30,8,10000,20,random
16,0.15655951902866364,0.9612166666666667,0.9587,0.9588,0.9587,128,softmax,0.01,0.25,30,8,10000,20,random
17,0.15464932067394258,0.9617833333333333,0.9586,0.9593,0.9586,128,softmax,0.01,0.25,30,8,10000,20,random
18,0.15303453493913013,0.9623166666666667,0.96,0.9601,0.96,128,softmax,0.01,0.25,30,8,10000,20,random
19,0.15160796489715575,0.9631166666666666,0.9607,0.9605,0.9607,128,softmax,0.01,0.25,30,8,10000,20,random
20,0.150191757329305,0.9633833333333334,0.9612,0.9609,0.9612,128,softmax,0.01,0.25,30,8,10000,20,random
1,2.1183284877777098,0.29688333333333333,0.5799,0.7362,0.5799,128,softmax,0.01,0.25,30,8,10000,20,random
2,0.7402368633270263,0.83085,0.8427,0.8757,0.8427,128,softmax,0.01,0.25,30,8,10000,20,random
3,0.4635970977942149,0.8825166666666666,0.8676,0.8991,0.8676,128,softmax,0.01,0.25,30,8,10000,20,random
4,0.39397862690289814,0.8985,0.8848,0.9105,0.8848,128,softmax,0.01,0.25,30,8,10000,20,random
5,0.3536692426840464,0.90765,0.8997,0.9164,0.8997,128,softmax,0.01,0.25,30,8,10000,20,random
6,0.3263897762139638,0.9151333333333334,0.9128,0.9242,0.9128,128,softmax,0.01,0.25,30,8,10000,20,random
7,0.307041118812561,0.9202333333333333,0.9198,0.927,0.9198,128,softmax,0.01,0.25,30,8,10000,20,random
8,0.29311503439744313,0.9239666666666667,0.9272,0.9307,0.9272,128,softmax,0.01,0.25,30,8,10000,20,random
9,0.28189994784990946,0.9269333333333334,0.9299,0.9335,0.9299,128,softmax,0.01,0.25,30,8,10000,20,random
10,0.2726123522758484,0.92935,0.9332,0.9343,0.9332,128,softmax,0.01,0.25,30,8,10000,20,random
11,0.26444021221001945,0.932,0.935,0.9364,0.935,128,softmax,0.01,0.25,30,8,10000,20,random
12,0.25744475814501444,0.9343333333333333,0.9367,0.9379,0.9367,128,softmax,0.01,0.25,30,8,10000,20,random
13,0.2514439364353816,0.93585,0.9372,0.9393,0.9372,128,softmax,0.01,0.25,30,8,10000,20,random
14,0.2462214383920034,0.9376333333333333,0.94,0.9401,0.94,128,softmax,0.01,0.25,30,8,10000,20,random
15,0.24156777997016907,0.9388833333333333,0.9404,0.9419,0.9404,128,softmax,0.01,0.25,30,8,10000,20,random
16,0.23742879943052927,0.9402166666666667,0.9436,0.9417,0.9436,128,softmax,0.01,0.25,30,8,10000,20,random
17,0.23378881379763286,0.9414666666666667,0.9426,0.9418,0.9426,128,softmax,0.01,0.25,30,8,10000,20,random
18,0.2306049457669258,0.9423166666666667,0.9441,0.9439,0.9441,128,softmax,0.01,0.25,30,8,10000,20,random
19,0.2277584360440572,0.94315,0.944,0.9439,0.944,128,softmax,0.01,0.25,30,8,10000,20,random
20,0.2252382094303767,0.94385,0.9449,0.9446,0.9449,128,softmax,0.01,0.25,30,8,10000,20,random
1,2.21635000928243,0.5209166666666667,0.6918,0.7012,0.6918,128,softmax,0.01,0.25,30,2,100,20,learned
2,2.1618249704996746,0.6964666666666667,0.7134,0.7159,0.7134,128,softmax,0.01,0.25,30,2,100,20,learned
3,2.158497722117106,0.6997833333333333,0.7141,0.7151,0.7141,128,softmax,0.01,0.25,30,2,100,20,learned
4,2.1575680161794026,0.70155,0.7161,0.7159,0.7161,128,softmax,0.01,0.25,30,2,100,20,learned
5,2.1571484172821047,0.7051666666666667,0.7245,0.7211,0.7245,128,softmax,0.01,0.25,30,2,100,20,learned
6,2.1567362349192303,0.7098666666666666,0.7242,0.7241,0.7242,128,softmax,0.01,0.25,30,2,100,20,learned
7,2.156481377283732,0.7129166666666666,0.7287,0.7282,0.7287,128,softmax,0.01,0.25,30,2,100,20,learned
8,2.1560845932006836,0.7131166666666666,0.7237,0.7245,0.7237,128,softmax,0.01,0.25,30,2,100,20,learned
9,2.1556403739929197,0.7122666666666667,0.7252,0.7251,0.7252,128,softmax,0.01,0.25,30,2,100,20,learned
10,2.155166027323405,0.7136333333333333,0.7254,0.7252,0.7254,128,softmax,0.01,0.25,30,2,100,20,learned
11,2.155012459564209,0.71355,0.7248,0.7246,0.7248,128,softmax,0.01,0.25,30,2,100,20,learned
12,2.1549440804799396,0.7132833333333334,0.7246,0.7248,0.7246,128,softmax,0.01,0.25,30,2,100,20,learned
13,2.1549206185658774,0.71315,0.7249,0.7249,0.7249,128,softmax,0.01,0.25,30,2,100,20,learned
14,2.1548605838775634,0.7136166666666667,0.7254,0.7252,0.7254,128,softmax,0.01,0.25,30,2,100,20,learned
15,2.154841221745809,0.7132333333333334,0.7258,0.7259,0.7258,128,softmax,0.01,0.25,30,2,100,20,learned
1,2.2179014919281004,0.5083666666666666,0.6633,0.6675,0.6633,128,softmax,0.01,0.25,30,2,100,20,learned
2,2.1654623399098716,0.6595333333333333,0.6785,0.6789,0.6785,128,softmax,0.01,0.25,30,2,100,20,learned
3,2.1596310492197675,0.66825,0.6804,0.6806,0.6804,128,softmax,0.01,0.25,30,2,100,20,learned
4,2.157911581802368,0.6637,0.6784,0.679,0.6784,128,softmax,0.01,0.25,30,2,100,20,learned
5,2.156903071975708,0.6699166666666667,0.6899,0.6881,0.6899,128,softmax,0.01,0.25,30,2,100,20,learned
6,2.1559388487497966,0.6749833333333334,0.6941,0.6943,0.6941,128,softmax,0.01,0.25,30,2,100,20,learned
7,2.1555983896891275,0.6788,0.6976,0.6978,0.6976,128,softmax,0.01,0.25,30,2,100,20,learned
8,2.155227527364095,0.68435,0.7007,0.7007,0.7007,128,softmax,0.01,0.25,30,2,100,20,learned
9,2.154876019032796,0.6884166666666667,0.7049,0.705,0.7049,128,softmax,0.01,0.25,30,2,100,20,learned
1,2.218720692062378,0.5205833333333333,0.6835,0.6838,0.6835,128,softmax,0.01,0.25,30,2,100,20,learned
1,2.159809982426961,0.6988,0.7107,0.7107,0.7107,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
2,2.158763409042358,0.6998,0.7107,0.7107,0.7107,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
3,2.1581188139597574,0.6995333333333333,0.712,0.7119,0.712,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
4,2.157884122467041,0.6994833333333333,0.7177,0.7177,0.7177,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
5,2.157593032201131,0.7050333333333333,0.7186,0.7186,0.7186,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
6,2.157195677312215,0.7032333333333334,0.7194,0.7194,0.7194,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
7,2.157044968032837,0.7040333333333333,0.7199,0.7199,0.7199,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
8,2.1569735919952393,0.70385,0.7191,0.7191,0.7191,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
9,2.1566308355967205,0.705,0.72,0.72,0.72,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
10,2.156619294865926,0.7052666666666667,0.72,0.72,0.72,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
11,2.1566153764088947,0.7053666666666667,0.7189,0.7189,0.7189,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
12,2.156523124694824,0.7039166666666666,0.7164,0.7164,0.7164,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
13,2.156291198984782,0.7026833333333333,0.7167,0.7167,0.7167,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
14,2.1561166754404706,0.7022,0.717,0.717,0.717,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
15,2.1554678722381593,0.70275,0.7178,0.7178,0.7178,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
16,2.1554273927052816,0.7028166666666666,0.7183,0.7183,0.7183,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
17,2.1553673038482666,0.7034333333333334,0.7191,0.7191,0.7191,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
1,2.1553026724497477,0.7038833333333333,0.719,0.719,0.719,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
2,2.1553002740224203,0.7039166666666666,0.7187,0.7187,0.7187,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
3,2.155284449386597,0.70505,0.7188,0.7188,0.7188,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
4,2.1552783809661866,0.7055,0.719,0.719,0.719,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
5,2.1552748512268067,0.7053166666666667,0.7192,0.7192,0.7192,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
1,2.155081712722778,0.7053333333333334,0.7196,0.7196,0.7196,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
2,2.154949254735311,0.7049,0.7185,0.7185,0.7185,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
3,2.154941689682007,0.7042833333333334,0.7166,0.7166,0.7166,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
4,2.154883503087362,0.70055,0.7137,0.7137,0.7137,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
5,2.154592013804118,0.6991333333333334,0.7131,0.7131,0.7131,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
6,2.1545698802947997,0.69915,0.7134,0.7134,0.7134,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
7,2.154567212041219,0.69915,0.7135,0.7136,0.7135,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
8,2.1545611932118733,0.6991833333333334,0.7132,0.7132,0.7132,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
9,2.154561809285482,0.69955,0.7134,0.7135,0.7134,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
1,2.2269330996195476,0.4594,0.6302,0.632,0.6302,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
2,2.1776873447418215,0.6416666666666667,0.6605,0.6618,0.6605,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
3,2.173482869084676,0.6567833333333334,0.6773,0.6766,0.6773,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
4,2.1720780241648354,0.6665666666666666,0.68,0.6798,0.68,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
5,2.171307786178589,0.6737833333333333,0.6907,0.6903,0.6907,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
6,2.170701462173462,0.6766333333333333,0.6923,0.6925,0.6923,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
7,2.170334498087565,0.6787166666666666,0.6924,0.6924,0.6924,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
8,2.1699576258341473,0.6802333333333334,0.6925,0.6922,0.6925,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
9,2.1696245741526288,0.683,0.695,0.6949,0.695,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
10,2.1691217511494956,0.6844666666666667,0.6953,0.6954,0.6953,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
11,2.1689343428293864,0.68535,0.6959,0.696,0.6959,128,sparsemax_noise,0.01,0.25,30,2,100,20,learned
