epoch,train_loss,train_acc,float_eval_acc,float_trainmode_acc,discrete_acc,BATCH_SIZE,GATE_OPTIMIZER,NETWORK_LR,GUMBEL_TAU,GROUP_SUM_TAU,NETWORK_LAYERS,GATES,EPOCHS,CONNECTIONS,NOISE_TEMP
12,1.4248629373168946,0.51504,0.4584,0.4632,0.4584,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
13,1.4239218668365479,0.51688,0.4559,0.4623,0.4559,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
14,1.4230423476409912,0.5166,0.4588,0.4645,0.4588,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
1,2.288288657684326,0.12338,0.1438,0.1943,0.1438,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
2,2.1055169298934935,0.2548,0.1725,0.2983,0.1725,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
3,1.9576510358428956,0.31728,0.1823,0.3332,0.1823,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
4,1.8638089235687256,0.35034,0.2045,0.3662,0.2045,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
5,1.803270032081604,0.3748,0.2231,0.3789,0.2231,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
6,1.7596645022201538,0.39088,0.2351,0.398,0.2351,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
7,1.7156728332138063,0.40648,0.2468,0.4045,0.2468,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
8,1.6821425243759156,0.41906,0.2526,0.4091,0.2526,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
9,1.6570024201202393,0.43118,0.2671,0.4196,0.2671,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
10,1.6291559017181396,0.44152,0.265,0.4226,0.265,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
11,1.6204323012161255,0.44826,0.2748,0.4245,0.2748,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
12,1.5865710066986083,0.45682,0.2853,0.4271,0.2853,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
13,1.5711874990081787,0.46364,0.2806,0.4348,0.2806,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
14,1.5493678967666626,0.47158,0.2851,0.4324,0.2851,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
15,1.5396480242156982,0.47526,0.2775,0.436,0.2775,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
16,1.5196468915557861,0.48228,0.2965,0.4349,0.2965,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
17,1.4958051070785523,0.4896,0.2829,0.4365,0.2829,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
18,1.6145588999557494,0.48872,0.298,0.4431,0.298,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
19,1.4742236728286744,0.49754,0.2855,0.444,0.2855,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
20,1.4643447926330566,0.50222,0.2832,0.4445,0.2832,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
21,1.4637958490371703,0.50932,0.29,0.447,0.29,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
22,1.9263690287017823,0.50252,0.2932,0.4447,0.2932,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
23,1.4738320571899415,0.51196,0.2822,0.4476,0.2822,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
24,1.7397210773468017,0.51842,0.2944,0.4482,0.2944,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
25,1.696815511856079,0.51822,0.2972,0.4512,0.2972,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
26,1.4411637678146363,0.52274,0.2974,0.454,0.2974,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
27,1.3838867824172973,0.52922,0.2934,0.4526,0.2934,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
28,1.3698144200897218,0.5331,0.291,0.4513,0.291,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
29,1.402336121902466,0.53504,0.3063,0.4464,0.3063,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
30,3.3794075019073486,0.52154,0.2994,0.4493,0.2994,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
31,3.4124915818023682,0.52488,0.3003,0.4413,0.3003,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
32,6.433417652206421,0.5185,0.2989,0.4462,0.2989,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
33,3.4656342001724245,0.52366,0.2934,0.4439,0.2934,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
34,130.31033412136077,0.51582,0.2964,0.4419,0.2964,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
35,7158.661968425369,0.47938,0.286,0.4187,0.286,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
36,15934.586445166931,0.44598,0.2897,0.4033,0.2897,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
37,11957.630890941162,0.43746,0.2799,0.3986,0.2799,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
38,5237632.380151499,0.41364,0.2764,0.3798,0.2764,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
39,102743644.82144475,0.38478,0.2777,0.3694,0.2777,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
40,574383.8667313476,0.37618,0.2741,0.3591,0.2741,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
41,1638984.7038731056,0.3686,0.2629,0.3482,0.2629,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
42,635789159.3083327,0.3515,0.2546,0.3367,0.2546,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
43,363633631526.22,0.32306,0.2223,0.3017,0.2223,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
44,32564164947868.387,0.2913,0.2161,0.2801,0.2161,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
45,294562265802369.94,0.27684,0.216,0.2717,0.216,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
46,8.47503870803949e+17,0.26404,0.2115,0.2666,0.2115,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
1,1.64727828742947e+22,0.24874,0.1923,0.236,0.1923,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
2,3.0297769599695508e+25,0.23386,0.1956,0.232,0.1956,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
1,2.289259716644287,0.11972,0.1297,0.1839,0.1297,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
2,2.09566958152771,0.25916,0.1627,0.2993,0.1627,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
3,1.9514661026763915,0.31746,0.1891,0.3238,0.1891,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
4,1.8720957474136353,0.3501,0.1895,0.3592,0.1895,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
5,1.8112358074188233,0.36838,0.2035,0.3787,0.2035,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
6,1.7662103463363648,0.38806,0.217,0.3864,0.217,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
7,1.7260199322509766,0.4009,0.2417,0.3997,0.2417,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
8,1.692112797012329,0.41566,0.238,0.4081,0.238,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
9,1.6659545183944702,0.42578,0.2595,0.4151,0.2595,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
10,1.6422395061874389,0.43488,0.262,0.4193,0.262,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
11,1.6195653084945678,0.44552,0.2707,0.4287,0.2707,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
12,1.6028068071746826,0.45322,0.2543,0.4304,0.2543,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
13,1.6883408046340942,0.45836,0.2675,0.4326,0.2675,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
14,1.554115315513611,0.4683,0.275,0.4364,0.275,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
15,1.5329899674224854,0.47682,0.272,0.4432,0.272,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
16,1.533423221244812,0.48276,0.2823,0.4445,0.2823,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
17,1.91816918674469,0.4826,0.2806,0.4433,0.2806,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
18,1.6027104598236084,0.4885,0.2899,0.4475,0.2899,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
19,1.4729740196990966,0.49766,0.2821,0.4485,0.2821,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
20,1.456767642288208,0.50264,0.2983,0.4518,0.2983,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
21,1.4414516051864623,0.50858,0.2935,0.4513,0.2935,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
22,1.4511203533172607,0.50998,0.3079,0.4516,0.3079,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
23,1.5052832275390624,0.51212,0.2987,0.4524,0.2987,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
24,1.5032933974456788,0.51406,0.304,0.4542,0.304,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
25,1.5077667851257324,0.51618,0.2958,0.4524,0.2958,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
26,1.4390271202850342,0.52196,0.296,0.4516,0.296,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
27,1.6163571244049073,0.52134,0.2955,0.4536,0.2955,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
28,2.7206488550186156,0.51986,0.2958,0.4553,0.2958,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
29,1.504254294242859,0.52548,0.295,0.4545,0.295,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
30,1.433743931388855,0.53008,0.2943,0.4538,0.2943,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
31,1.5302155057144164,0.53002,0.3019,0.457,0.3019,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
32,1.551059797515869,0.53012,0.3032,0.4559,0.3032,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
33,1.3794022910308839,0.53678,0.2981,0.4543,0.2981,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
34,1.4892394218063354,0.53986,0.3063,0.456,0.3063,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
35,1.345273116378784,0.54296,0.2992,0.4557,0.2992,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
36,1.3282292331695558,0.54724,0.3044,0.4542,0.3044,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
37,2.051998939819336,0.54628,0.3,0.4555,0.3,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
38,4659.774716120301,0.50112,0.3005,0.4329,0.3005,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
39,47509.87437531067,0.4828,0.3013,0.4183,0.3013,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
40,194309.25061711975,0.45608,0.2902,0.4027,0.2902,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
1,2.288228019104004,0.1233,0.1439,0.2126,0.1439,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
2,2.1014428381347656,0.2546,0.1748,0.2972,0.1748,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
3,1.9606662383270264,0.31476,0.1873,0.331,0.1873,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
4,1.8693658694076538,0.34964,0.2031,0.3573,0.2031,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
5,1.8063867571258545,0.3734,0.2008,0.3792,0.2008,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
6,1.7577130465698243,0.3914,0.2387,0.3923,0.2387,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
7,1.723175505104065,0.40598,0.2329,0.402,0.2329,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
8,1.6871165475082397,0.4192,0.2482,0.4126,0.2482,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
9,1.6599106073760985,0.43024,0.2562,0.4187,0.2562,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
10,1.6397671111679077,0.43778,0.272,0.4195,0.272,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
11,1.6127834866333008,0.44708,0.2715,0.4267,0.2715,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
12,1.585112262763977,0.45652,0.2755,0.427,0.2755,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
13,1.5854288454437255,0.4613,0.2788,0.429,0.2788,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
14,1.552467423477173,0.46982,0.2812,0.4341,0.2812,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
15,1.5595476764297485,0.4747,0.2942,0.4365,0.2942,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
16,1.5680768204498292,0.4792,0.2925,0.4382,0.2925,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
17,1.664144001159668,0.48416,0.2893,0.4377,0.2893,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
18,1.4867844996261597,0.4915,0.2949,0.4457,0.2949,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
19,1.471021054534912,0.498,0.2998,0.4449,0.2998,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
20,1.456321067237854,0.50254,0.2942,0.4439,0.2942,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
21,1.4558146243667602,0.50602,0.304,0.4461,0.304,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
22,1.6548686877822876,0.50308,0.304,0.4449,0.304,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
23,2.1582422133636476,0.50632,0.281,0.4443,0.281,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
24,1.704818816795349,0.50706,0.2926,0.4465,0.2926,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
25,1.5181814045333861,0.51414,0.2877,0.4496,0.2877,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
26,1.4783752114105224,0.52058,0.2942,0.4506,0.2942,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
27,1.3984424657058716,0.52556,0.2946,0.4506,0.2946,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
28,1.3800031356811524,0.5294,0.3008,0.4532,0.3008,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
29,1.3719388802337646,0.53266,0.2846,0.4573,0.2846,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
30,1.6149612102508546,0.53248,0.3045,0.4486,0.3045,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
31,11.985131800727844,0.51002,0.3038,0.4464,0.3038,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
32,11.530439635047912,0.51,0.3011,0.4404,0.3011,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
33,468.860620255661,0.49674,0.2968,0.4349,0.2968,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
34,25989.9820133017,0.47612,0.2787,0.4088,0.2787,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
35,6313847.857197377,0.42062,0.2836,0.3814,0.2836,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
36,3969587.3921869863,0.39654,0.2803,0.3662,0.2803,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
37,118904639.84930094,0.36748,0.2581,0.3369,0.2581,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
38,5370441.844217885,0.34594,0.2535,0.3405,0.2535,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
39,3020211.1974416603,0.34824,0.2606,0.3365,0.2606,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
40,14166698926.494152,0.33386,0.2555,0.3166,0.2555,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
41,10207178097.682003,0.31156,0.2392,0.2978,0.2392,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
42,1274597979376.6868,0.30376,0.2367,0.2914,0.2367,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
43,5081198414323.447,0.28978,0.2334,0.279,0.2334,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
44,2.213938225672385e+16,0.28258,0.2231,0.2771,0.2231,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
45,1.2867360010732878e+19,0.26922,0.211,0.2705,0.211,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
46,1.0134210401152844e+20,0.25598,0.2055,0.2544,0.2055,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
47,8.149928795230052e+19,0.24738,0.1988,0.2427,0.1988,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
48,1.1855871242379577e+19,0.24386,0.1985,0.245,0.1985,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
49,2.093711567997201e+20,0.23942,0.1939,0.244,0.1939,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
50,8.325172337742949e+23,0.232,0.1929,0.2307,0.1929,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
51,2.276685980810602e+25,0.22122,0.186,0.2211,0.186,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
52,1.962383344236516e+25,0.2164,0.1799,0.2152,0.1799,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
53,1.9345304248061562e+25,0.21482,0.1751,0.2096,0.1751,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
54,2.3325625437446525e+26,0.21226,0.1739,0.2086,0.1739,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
55,2.3337503797170302e+26,0.2093,0.1693,0.2079,0.1693,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
56,2.3337216228047075e+26,0.20786,0.1647,0.205,0.1647,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
57,2.3336970026956595e+26,0.2056,0.1685,0.2015,0.1685,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
58,2.3336296868309707e+26,0.20456,0.1689,0.2015,0.1689,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
59,2.333616929112579e+26,0.20394,0.1643,0.2019,0.1643,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
60,2.333576404377645e+26,0.2024,0.166,0.202,0.166,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
61,2.333566189024975e+26,0.20102,0.1664,0.1999,0.1664,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
62,2.3335573598901363e+26,0.19966,0.1671,0.1983,0.1671,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
63,2.3335492567426282e+26,0.19848,0.1675,0.1959,0.1675,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
64,2.3335414143393223e+26,0.19662,0.1657,0.1935,0.1657,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
65,2.333534495124548e+26,0.19532,0.1639,0.1892,0.1639,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
66,2.3335282188009435e+26,0.1927,0.1648,0.1887,0.1648,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
67,2.3335228697103556e+26,0.18974,0.162,0.1878,0.162,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
68,2.333518043264031e+26,0.1879,0.1603,0.1874,0.1603,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
69,2.333513180150678e+26,0.18618,0.1592,0.185,0.1592,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
70,2.3335090834643167e+26,0.18386,0.1602,0.1826,0.1602,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
71,2.333505551810927e+26,0.18204,0.158,0.1789,0.158,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
72,2.333502058155726e+26,0.17948,0.157,0.1773,0.157,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
73,2.3334985327417595e+26,0.1774,0.1558,0.1752,0.1558,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
74,2.3334960885924048e+26,0.17516,0.1563,0.1747,0.1563,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
75,2.333493645699977e+26,0.1729,0.1542,0.1734,0.1542,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
76,2.333491433814051e+26,0.17138,0.1528,0.1714,0.1528,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
77,2.333489057315888e+26,0.17004,0.1509,0.1687,0.1509,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
78,2.3334872512551494e+26,0.16806,0.1472,0.1682,0.1472,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
79,2.3334857810295823e+26,0.1673,0.1464,0.1676,0.1464,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
80,2.3334841200309116e+26,0.16558,0.1481,0.1658,0.1481,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
81,2.333482683697797e+26,0.16356,0.1482,0.1644,0.1482,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
82,2.3334813123944906e+26,0.16178,0.1442,0.1635,0.1442,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
83,2.333480023875127e+26,0.16096,0.1435,0.1616,0.1435,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
84,2.3334788393938323e+26,0.15972,0.1417,0.1608,0.1417,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
85,2.33347793873186e+26,0.15888,0.1407,0.1596,0.1407,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
86,2.3334770975434983e+26,0.15832,0.1425,0.1585,0.1425,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
87,2.3334763013450067e+26,0.15672,0.1412,0.1575,0.1412,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
88,2.3334755263462795e+26,0.15598,0.1405,0.1555,0.1405,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
89,2.333474939310594e+26,0.15562,0.141,0.1555,0.141,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
90,2.3334741031187222e+26,0.15472,0.1404,0.1538,0.1404,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
91,2.3334734596146244e+26,0.15422,0.1398,0.1521,0.1398,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
92,2.333473057687924e+26,0.15364,0.1398,0.1515,0.1398,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
93,2.3334727135418646e+26,0.15334,0.1394,0.1498,0.1394,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
94,2.3334721164429265e+26,0.15314,0.1415,0.1487,0.1415,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
95,2.33347184205987e+26,0.15276,0.1398,0.1479,0.1398,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
96,2.333470841670436e+26,0.1524,0.1412,0.1483,0.1412,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
97,2.333470567375865e+26,0.15184,0.1408,0.1482,0.1408,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
98,2.333470112187768e+26,0.15138,0.1388,0.148,0.1388,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
99,2.333469899973885e+26,0.15078,0.1378,0.1472,0.1378,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
100,2.3334696720968627e+26,0.15044,0.1393,0.1471,0.1393,128,softmax,0.01,0.5,100,8,15000,2000,,0.1
1,889.3034432241822,0.26974,0.2223,0.3197,0.2223,128,sparsemax,0.01,0.5,100,8,15000,2000,,0.1
2,287318.8848301736,0.3273,0.226,0.2999,0.226,128,sparsemax,0.01,0.5,100,8,15000,2000,,0.1
3,49156.467651091305,0.29732,0.2179,0.3021,0.2179,128,sparsemax,0.01,0.5,100,8,15000,2000,,0.1
4,3483.692108805542,0.30318,0.2292,0.2901,0.2292,128,sparsemax,0.01,0.5,100,8,15000,2000,,0.1
5,19559.523531957704,0.2928,0.2453,0.2961,0.2453,128,sparsemax,0.01,0.5,100,8,15000,2000,,0.1
6,3266.3718290319825,0.29368,0.2334,0.2914,0.2334,128,sparsemax,0.01,0.5,100,8,15000,2000,,0.1
1,2256.949241673584,0.28108,0.2107,0.2954,0.2107,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
2,21.697836798553467,0.30956,0.2307,0.3171,0.2307,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
3,6.129306913452148,0.3225,0.2378,0.3241,0.2378,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
4,2.9621133646392823,0.33324,0.2442,0.3311,0.2442,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
5,3.2212187938690184,0.33784,0.2515,0.3374,0.2515,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
6,2.063865379295349,0.34532,0.2564,0.3484,0.2564,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
1,5.335654034576416,0.27482,0.2638,0.2831,0.2638,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
2,5.544564217987061,0.28812,0.2462,0.2897,0.2462,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
3,2.2831708502960204,0.29534,0.2623,0.2985,0.2623,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
4,2.177690707740784,0.30102,0.2548,0.3046,0.2548,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
5,2.1407462535095214,0.30606,0.2529,0.3094,0.2529,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
6,2.3477375479507447,0.31186,0.2595,0.3168,0.2595,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
7,2.0606511334991455,0.315,0.2542,0.3195,0.2542,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
8,1.9908718127059937,0.32146,0.2629,0.3199,0.2629,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
9,2.0013073958969114,0.32386,0.2701,0.3313,0.2701,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
10,1.9848703579711915,0.33182,0.2874,0.3288,0.2874,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
1,3.346456820526123,0.30474,0.2876,0.3073,0.2876,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
2,2.4123211254119874,0.30624,0.2779,0.3096,0.2779,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
3,2.186389020996094,0.3126,0.2853,0.3172,0.2853,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
4,2.4954789529418946,0.31442,0.2921,0.3154,0.2921,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
5,2.1385390165710447,0.31764,0.2931,0.3129,0.2931,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
6,2.2203933264160156,0.32068,0.2974,0.3241,0.2974,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
7,2.0325163564300537,0.3218,0.3009,0.3183,0.3009,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
8,2.0099912708282472,0.32414,0.2963,0.3251,0.2963,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
9,2.070113259963989,0.32816,0.3073,0.3262,0.3073,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
10,1.981831621170044,0.3282,0.3084,0.3329,0.3084,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
1,1.8598907305908203,0.34838,0.2964,0.347,0.2964,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
2,1.8495693523788452,0.35382,0.311,0.3508,0.311,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
3,1.8366805712127685,0.35866,0.3128,0.365,0.3128,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
4,1.826529076576233,0.36354,0.3199,0.3683,0.3199,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
5,1.8158902285003662,0.3672,0.3114,0.3666,0.3114,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
