epoch,train_loss,train_acc,float_eval_acc,float_trainmode_acc,discrete_acc,BATCH_SIZE,GATE_OPTIMIZER,NETWORK_LR,GUMBEL_TAU,GROUP_SUM_TAU,NETWORK_LAYERS,GATES,EPOCHS,CONNECTIONS,NOISE_TEMP
6,1.8031343093490602,0.37296,0.3182,0.3738,0.3182,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
7,1.7932573498535156,0.37602,0.3342,0.3772,0.3342,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
8,1.7828871459960938,0.38102,0.3416,0.3737,0.3416,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
9,1.7730702822875977,0.3867,0.3301,0.3812,0.3301,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
10,1.7643441033554077,0.38794,0.3452,0.3787,0.3452,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
11,1.7536208755493163,0.392,0.3455,0.3916,0.3455,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
12,1.7438651342773437,0.39544,0.345,0.3862,0.345,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
13,1.8137222776794433,0.39976,0.3657,0.3985,0.3657,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
14,1.726930299720764,0.40186,0.3577,0.3996,0.3577,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
15,1.7257668991851807,0.40442,0.3708,0.4035,0.3708,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
16,1.709876305541992,0.4089,0.3653,0.3996,0.3653,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
17,1.7075040871810914,0.41188,0.3819,0.4081,0.3819,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
18,1.7028210382080078,0.41628,0.3744,0.4144,0.3744,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
19,1.7017874878311157,0.41838,0.3797,0.4132,0.3797,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
20,1.6886720510482789,0.42026,0.3712,0.4129,0.3712,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
21,1.6828392699813843,0.4227,0.3755,0.4195,0.3755,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
22,1.6936386752319337,0.42558,0.379,0.418,0.379,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
23,1.673518433380127,0.42834,0.3863,0.4214,0.3863,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
24,1.6627061952209472,0.43016,0.3912,0.4182,0.3912,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
25,1.654787614364624,0.43318,0.3879,0.4268,0.3879,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
26,1.6515357541656495,0.43224,0.3893,0.4286,0.3893,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
27,1.6587061284637452,0.43496,0.3947,0.4255,0.3947,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
28,1.6384866067886352,0.43946,0.4005,0.4237,0.4005,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
29,1.6356086862945556,0.4387,0.3952,0.4314,0.3952,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
30,1.6286165753936768,0.44096,0.4105,0.4353,0.4105,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
31,1.6228236962890625,0.44354,0.4134,0.4324,0.4134,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
32,1.620169326095581,0.44586,0.4109,0.4333,0.4109,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
33,1.6187429876708985,0.44714,0.4184,0.4359,0.4184,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
34,1.6105216190338134,0.4499,0.4133,0.4321,0.4133,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
35,1.6061935786056518,0.45238,0.4017,0.432,0.4017,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
36,1.6014765593338012,0.45154,0.4107,0.4384,0.4107,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
1,1.692659562034607,0.43106,0.4175,0.4205,0.4175,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
2,1.673656009750366,0.43466,0.4144,0.4185,0.4144,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
3,1.6691593173217774,0.43436,0.4262,0.4249,0.4262,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
4,1.6583816751480103,0.43798,0.4299,0.4322,0.4299,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
5,1.6476508433151245,0.438,0.4242,0.4268,0.4242,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
6,1.6491183813858032,0.43944,0.4213,0.4278,0.4213,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
7,1.6429081591796875,0.44118,0.423,0.4303,0.423,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
8,1.633393676109314,0.44352,0.431,0.4304,0.431,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
9,1.633089838066101,0.44404,0.4331,0.4308,0.4331,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
10,1.620210938835144,0.44586,0.4302,0.4326,0.4302,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
11,1.6258645336914062,0.4471,0.426,0.429,0.426,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
12,1.610926196975708,0.44946,0.4278,0.4316,0.4278,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
13,1.604476176109314,0.4505,0.4267,0.4332,0.4267,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
14,1.6212275075531006,0.4497,0.4287,0.4328,0.4287,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
15,1.601629713821411,0.45204,0.4249,0.4356,0.4249,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
16,1.6017991268539429,0.45408,0.4333,0.4363,0.4333,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
17,1.596443103981018,0.4536,0.4342,0.4395,0.4342,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
18,1.5921505868911743,0.45566,0.4361,0.434,0.4361,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
19,1.5960913204574585,0.45502,0.4361,0.4388,0.4361,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
20,1.5914656790924073,0.45712,0.4297,0.4399,0.4297,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
1,1.5538388137817383,0.46682,0.4261,0.444,0.4261,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
2,1.547462869644165,0.46874,0.4414,0.4508,0.4414,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
3,1.5425639505004882,0.46952,0.4342,0.4477,0.4342,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
4,1.5377169597244262,0.4732,0.4418,0.4494,0.4418,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
5,1.5345561199569702,0.47402,0.4447,0.4505,0.4447,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
6,1.53129905128479,0.47622,0.4375,0.4513,0.4375,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
7,1.5244554327011108,0.47844,0.4398,0.451,0.4398,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
8,1.5215111615371704,0.47944,0.4428,0.4512,0.4428,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
9,1.5185912606430054,0.48126,0.4458,0.4495,0.4458,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
10,1.5179760750579834,0.48008,0.4424,0.4513,0.4424,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
11,1.5112853346252442,0.48342,0.4465,0.4563,0.4465,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
12,1.5072210137557984,0.48338,0.4477,0.4524,0.4477,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
13,1.5040232472991943,0.4856,0.4424,0.4548,0.4424,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
14,1.5023829096221923,0.4853,0.4463,0.4525,0.4463,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
15,1.5040370344161986,0.48874,0.4459,0.4585,0.4459,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
16,1.4937810154342652,0.4897,0.452,0.4545,0.452,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
17,1.4922905774688722,0.4895,0.4473,0.4577,0.4473,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
18,1.488852546043396,0.48922,0.45,0.4527,0.45,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
19,1.485767836227417,0.4917,0.452,0.4564,0.452,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
20,1.4842795146942138,0.4908,0.4494,0.4552,0.4494,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
21,1.480075793762207,0.49364,0.4489,0.4553,0.4489,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
22,1.478678676223755,0.49394,0.4435,0.4546,0.4435,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
23,1.4786828414154052,0.49284,0.449,0.4555,0.449,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
24,1.4739135410308837,0.49566,0.4466,0.4544,0.4466,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
25,1.473273435935974,0.49474,0.4488,0.4582,0.4488,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
26,1.4687907221603393,0.4972,0.4461,0.4555,0.4461,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
1,1.457749688682556,0.5002,0.4481,0.4582,0.4481,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
2,1.4525067467880248,0.50262,0.4501,0.4572,0.4501,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
3,1.4514722439956664,0.50418,0.4511,0.4572,0.4511,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
4,1.4483762818145751,0.50492,0.4536,0.4582,0.4536,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
5,1.4448285332489013,0.50596,0.4512,0.46,0.4512,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
6,1.4438716675567627,0.5065,0.4516,0.4586,0.4516,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
7,1.4416328803253173,0.50738,0.4564,0.4601,0.4564,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
8,1.4400254973220825,0.50768,0.4563,0.4601,0.4563,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
9,1.4382599154281617,0.50818,0.4522,0.4595,0.4522,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
10,1.4391784569549562,0.5088,0.4558,0.4594,0.4558,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
11,1.4351420529556274,0.50992,0.4587,0.4603,0.4587,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
12,1.4358388021850585,0.5087,0.4549,0.4604,0.4549,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
13,1.4348964804840088,0.51006,0.4512,0.4595,0.4512,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
14,1.4330262212753295,0.5105,0.4495,0.4611,0.4495,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
15,1.4330114950561523,0.50914,0.454,0.4623,0.454,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
16,1.4316891531372071,0.51138,0.4495,0.4596,0.4495,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
17,1.4326539252471924,0.51076,0.4528,0.4597,0.4528,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
18,1.43147382232666,0.50992,0.453,0.4607,0.453,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
19,1.4298973204803467,0.5107,0.4524,0.4592,0.4524,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
20,1.4301293307495118,0.512,0.4547,0.4606,0.4547,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
1,1.4299913625335694,0.51012,0.4528,0.4605,0.4528,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
2,1.4282842168807983,0.51214,0.4505,0.4614,0.4505,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
3,1.428633383140564,0.5116,0.4559,0.4623,0.4559,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
4,1.42837242351532,0.51074,0.4533,0.4622,0.4533,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
5,1.427591353225708,0.5109,0.452,0.4603,0.452,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
6,1.4275247568130494,0.51216,0.4517,0.4637,0.4517,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
7,1.427653113822937,0.51178,0.4539,0.4602,0.4539,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
8,1.4269343310928344,0.51228,0.4529,0.4596,0.4529,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
9,1.4258575091934205,0.5122,0.4545,0.4606,0.4545,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
10,1.425931162185669,0.5119,0.4558,0.4607,0.4558,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
1,1.6150909592437743,0.47228,0.4482,0.4443,0.4482,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
2,1.5907773088073731,0.47308,0.4513,0.4412,0.4513,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
3,1.5618362640380858,0.47468,0.4511,0.4485,0.4511,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
4,1.549677640953064,0.4762,0.4533,0.4479,0.4533,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
5,1.5345751271057129,0.47996,0.4547,0.4456,0.4547,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
1,1.476533525161743,0.4951,0.4534,0.4555,0.4534,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
2,1.4737023144149781,0.49538,0.4488,0.457,0.4488,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
3,1.4704771241760255,0.49968,0.45,0.458,0.45,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
4,1.4638387488555908,0.4982,0.4549,0.4589,0.4549,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
5,1.4608539550018311,0.49968,0.4552,0.4573,0.4552,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
6,1.4572682429885864,0.50252,0.4567,0.4597,0.4567,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
7,1.4550662610626222,0.50116,0.4506,0.4601,0.4506,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
8,1.451062513771057,0.5041,0.4559,0.4591,0.4559,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
9,1.4504645614624023,0.50582,0.455,0.4567,0.455,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
10,1.4480500897979736,0.50536,0.4552,0.4573,0.4552,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
11,1.4470429439163208,0.50606,0.4583,0.4622,0.4583,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
12,1.443884715194702,0.50774,0.4565,0.4603,0.4565,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
13,1.4402945465469361,0.50778,0.4546,0.462,0.4546,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
14,1.4414207836532593,0.50804,0.4567,0.4615,0.4567,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
15,1.4400870513153077,0.50778,0.4527,0.4618,0.4527,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
16,1.4388954037857056,0.50926,0.4588,0.462,0.4588,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
17,1.4357658230209351,0.50958,0.4582,0.4583,0.4582,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
18,1.4339770882415772,0.51128,0.4599,0.4637,0.4599,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
19,1.432817229347229,0.51216,0.4564,0.459,0.4564,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
20,1.4311208609771728,0.5115,0.4582,0.459,0.4582,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
21,1.4289016284561158,0.5136,0.4585,0.4623,0.4585,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
22,1.4278156743621826,0.5123,0.4563,0.46,0.4563,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
23,1.430549024772644,0.5129,0.4571,0.4617,0.4571,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
24,1.4253228826141358,0.51456,0.4599,0.4599,0.4599,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
25,1.425032441444397,0.51334,0.4584,0.459,0.4584,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
26,1.4247028829574584,0.51598,0.4566,0.4634,0.4566,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
27,1.423047529373169,0.51506,0.4573,0.4631,0.4573,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
28,1.4221851270675658,0.51486,0.4569,0.4622,0.4569,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
29,1.4198158975601196,0.51564,0.4581,0.4586,0.4581,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
30,1.4195301179504394,0.51572,0.4611,0.4607,0.4611,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
31,1.4166254510498046,0.5159,0.4564,0.4609,0.4564,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
32,1.4215340431976318,0.51642,0.4584,0.4607,0.4584,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
33,1.416024255142212,0.51658,0.4582,0.4605,0.4582,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
34,1.4144656880950928,0.51786,0.459,0.4619,0.459,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
35,1.4150294980239868,0.5181,0.4575,0.4592,0.4575,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
36,1.4140225861740112,0.5181,0.4575,0.4594,0.4575,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
37,1.4136745104980468,0.51918,0.4572,0.4586,0.4572,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
38,1.4118851616668702,0.51922,0.4562,0.461,0.4562,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
39,1.412334697380066,0.51974,0.4586,0.4586,0.4586,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
40,1.409841356124878,0.51896,0.4562,0.4624,0.4562,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
41,1.4087730172348023,0.52128,0.4576,0.4604,0.4576,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
42,1.4133505806350708,0.51964,0.4562,0.4602,0.4562,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
43,1.408746679916382,0.51884,0.4564,0.4598,0.4564,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
44,1.4156469707870483,0.51936,0.4559,0.4595,0.4559,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
45,1.405898796195984,0.52128,0.4567,0.46,0.4567,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
46,1.4071694394302368,0.52022,0.4569,0.4597,0.4569,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
47,1.4059470273208619,0.52006,0.4593,0.4582,0.4593,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
48,1.4066749114227295,0.51916,0.4564,0.4588,0.4564,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
49,1.4031878527832031,0.52074,0.4573,0.4618,0.4573,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
50,1.4033235369110106,0.52064,0.4576,0.4614,0.4576,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
51,1.4040310120391846,0.52196,0.4563,0.4603,0.4563,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
52,1.4033884099960328,0.52204,0.4598,0.4598,0.4598,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
53,1.403059239730835,0.52182,0.4568,0.4599,0.4568,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
54,1.401128052444458,0.52208,0.4573,0.4587,0.4573,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
55,1.4002774028778076,0.52202,0.4567,0.4625,0.4567,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
56,1.4013303170013427,0.52258,0.458,0.4609,0.458,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
57,1.3990391643142701,0.52226,0.4572,0.4618,0.4572,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
58,1.3985322818374635,0.52298,0.4578,0.4606,0.4578,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
59,1.3991156127548219,0.52482,0.4601,0.4605,0.4601,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
60,1.3988833512496948,0.52268,0.4598,0.46,0.4598,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
61,1.397660295829773,0.52484,0.4598,0.4593,0.4598,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
62,1.398426972541809,0.52478,0.4577,0.4599,0.4577,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
63,1.3964104350280762,0.52486,0.4575,0.4567,0.4575,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
1,1.4259082341766358,0.51972,0.4595,0.4616,0.4595,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
2,1.4311320612335205,0.51568,0.4606,0.4575,0.4606,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
3,1.4239573119735718,0.51668,0.4555,0.455,0.4555,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
4,1.4460039799118043,0.51718,0.4567,0.4574,0.4567,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
5,1.4187958219909669,0.51974,0.4579,0.4572,0.4579,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
6,1.4255920979309082,0.51788,0.4548,0.4629,0.4548,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
7,1.4176768925857544,0.51836,0.4548,0.458,0.4548,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
8,1.4194964362335205,0.5193,0.4581,0.4582,0.4581,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
9,1.4088052457809448,0.5204,0.459,0.4592,0.459,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
10,1.4174343743133544,0.52032,0.4584,0.4539,0.4584,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
11,1.4106501120758057,0.51952,0.4594,0.4578,0.4594,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
12,1.409589519996643,0.52014,0.4569,0.4613,0.4569,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
13,1.4066030855941773,0.51962,0.4562,0.4595,0.4562,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
14,1.407153579673767,0.52188,0.4576,0.4637,0.4576,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
15,1.4085276258087158,0.52194,0.4567,0.4642,0.4567,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
16,1.4027757226943969,0.5221,0.4572,0.46,0.4572,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
17,1.402259796218872,0.52134,0.4577,0.4563,0.4577,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
18,1.4030556204223632,0.5202,0.4556,0.4597,0.4556,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
19,1.4031413007736206,0.52236,0.4585,0.4604,0.4585,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
20,1.400390897140503,0.5219,0.4606,0.4595,0.4606,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
21,1.4018890615081787,0.52514,0.4603,0.4626,0.4603,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
22,1.3998240017700194,0.52372,0.4602,0.4606,0.4602,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
23,1.403720048866272,0.52492,0.4611,0.4576,0.4611,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
24,1.3968025008010865,0.52408,0.4602,0.461,0.4602,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
25,1.3975030076599122,0.5256,0.4602,0.4594,0.4602,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
26,1.3987547147750854,0.52464,0.4568,0.4593,0.4568,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
27,1.4043292279052735,0.52444,0.4598,0.4622,0.4598,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
28,1.3953647689437867,0.52372,0.4569,0.4594,0.4569,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
29,1.3980355982208252,0.52706,0.4585,0.4584,0.4585,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
30,1.3954407194519043,0.52612,0.4605,0.4634,0.4605,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
31,1.3968000679779053,0.52568,0.4586,0.4616,0.4586,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
32,1.394235298538208,0.52694,0.4595,0.458,0.4595,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
33,1.3938420648956298,0.52674,0.4596,0.4622,0.4596,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
34,1.3902406673049927,0.52612,0.4594,0.4609,0.4594,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
35,1.3935566426086425,0.52658,0.4576,0.4611,0.4576,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
36,1.3927990733337403,0.52748,0.4575,0.4614,0.4575,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
37,1.391554923171997,0.52612,0.458,0.4591,0.458,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
38,1.3884782627868653,0.52826,0.4583,0.4637,0.4583,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
39,1.389010118713379,0.52914,0.4605,0.4649,0.4605,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
40,1.3893319617843627,0.52838,0.457,0.4607,0.457,128,sparsemax_noise,0.01,0.5,100,8,15000,2000,,0.1
